"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
49.4578337529674,70.8421414718032,57.2322901804,86.595767759718,80.1522166468203,45.132736931555,0.631464086472988,52.118249819614,0.0521267065778375,21.5855466434732,33.6202381178737,30.8238385245204,83.3496903767809,18.5761768370867,5.57750028092414,45.0388631550595,71.9828467350453,94.7531465673819,36.0979539109394,72.7122956188396,74.0378739545122,69.1801583627239,64.3457523081452,3.11956335790455,13.6592792579904,70.8454336039722,11.2250068690628,83.8286933954805,60.2242504945025,42.1294266823679,52.9404414817691,65.0960119906813,2.14310127776116,81.9098963635042,39.4569994183257,16.2606744095683,1.87540175393224,97.3674421198666,44.1941278520972,61.6063818335533,41.9464406557381,72.8376355022192,29.1738611180335,34.9132732488215,36.501357704401,9.49936555698514,78.3940361812711,16.8820840772241,69.6821577381343,69.7999624535441,47.3427561344579,88.7464195024222,86.5060429554433,22.2355873556808,30.7233889820054,65.981396054849,29.8460545018315,7.57679389789701,32.18323525507,34.0270879678428,46.5351073537022,76.148128323257,37.5167182879522,4.75489103700966,67.4952719593421,47.1281829988584,81.5627668518573,63.8972671469674,71.2761781178415,73.4621657757089,93.5840464895591,85.9570357715711,26.1092841858044,9.00171133689582,28.0991035979241,40.8500829944387,90.7204199582338,2.14156252332032,36.4154408918694,18.9790629083291,82.6509102946147,57.683040574193,26.3912079157308,52.4057080503553,31.0565002495423,24.999719671905,1.40009976457804,71.0376429371536,62.7077828394249,20.5732111586258,46.8056476907805,51.6592389671132,47.4736351054162,14.2105045495555,25.2653931034729,96.4801421854645,74.3996309582144,20.8855221047997,98.5546750482172,31.8127311533317
62.8731154293456,86.1152783928752,42.7217049970805,96.8836047616555,80.1522166468203,41.5467915055684,0.40360097012695,52.118249819614,0.0521267065778375,22.2795165871192,33.6287545012009,45.9101218471892,80.1157269232123,18.5761768370867,1.8352415875029,45.0388631550595,56.4312015661324,85.4172990600787,39.1396600798052,59.8018509545966,90.3896509038643,76.8677390332063,57.2175131131759,3.11956335790455,31.703179175479,70.8454336039722,25.4866855385425,81.8808323714183,59.6866397251911,38.1428515062146,87.1701268751148,72.0614963464385,27.6914283538768,78.9295736032625,29.326018726026,16.2606744095683,3.61309119158484,97.3674421198666,45.2130779665828,56.0000567171466,32.2693588921735,72.8517815761114,29.1738611180335,38.4776267182062,37.1782395442614,27.6608839372188,78.3940361812711,17.670075781578,76.0664031383284,61.8800550372201,24.9831113447576,97.0643846879232,94.0701483154261,22.2355873556808,36.9025216815177,47.9399196759541,27.5928152142102,2.14638249376369,14.7271437100023,28.1452686958668,46.5351073537022,63.9580589988676,28.7143243622539,14.8980610333085,54.0157440857967,22.1826248809167,84.9720956911338,63.8972671469674,97.1308673818745,76.3685524411607,74.7939820847578,92.8588627125094,23.5442893420162,30.7310346687572,5.96376448593955,42.5502820492829,90.7204199582338,1.14043202018616,8.9312235813613,17.328451646153,82.6509102946147,57.683040574193,26.3912079157308,62.7334695477086,46.2989515521236,20.2390810085094,1.40009976457804,70.5622170986618,57.4306391448507,19.8818407773839,46.8056476907805,51.6592389671132,57.9145097770031,14.2105045495555,30.3124756698525,81.8074093916522,68.8285269865335,9.19166245842386,98.5546750482172,48.7270456263171
75.7859517867591,73.1373929108771,42.7217049970805,96.8836047616555,80.1522166468203,52.9551276865622,13.0829914143785,23.6843600562143,14.5574613029372,8.94120965561207,16.7897030087457,19.5568053125418,93.5853540841011,10.0591935329613,1.8352415875029,24.8102146931126,37.8567892790906,90.7823557651397,39.1396600798052,59.8054721785642,90.3896509038643,62.2208020996895,22.7603182619474,3.11956335790455,35.902924750669,59.2713079206413,31.9408224302408,98.2807734581314,69.2184993745126,38.1428515062146,87.1701268751148,93.4069257711676,31.7602626228988,69.1262400546203,18.1932529067063,16.0044973171629,6.03108809730461,89.6137665847914,64.6346533183027,56.0000567171466,29.0855065250232,88.5465043209623,56.6501370489394,21.3445956579435,29.0086416681546,27.6608839372188,78.3940361812711,28.900534363219,90.8889774799497,77.8968337866631,24.9831113447576,78.9109796857419,79.5156381503859,26.7613777273316,48.8214351577347,45.6531109594955,27.5928152142102,2.14638249376369,14.7271437100023,36.2403080388406,56.4029461366072,63.9580589988676,22.0859077683549,13.5145215785939,51.8571569335159,29.9286023409736,82.9033897915399,62.9158606290636,97.1308673818745,85.2104258431011,74.7939820847578,92.8588627125094,26.255166479018,30.7310346687572,20.2102584321742,42.5502820492829,83.2690772591377,1.14043202018616,3.64034053989494,26.9797304315223,82.6509102946147,56.707512969172,27.0378150676851,66.0079443665316,49.4740471445349,47.5179242593546,10.5145615915876,70.5622170986618,77.480918754724,31.0029685322914,46.8056476907805,57.6771657762407,57.9145097770031,14.2105045495555,35.8495851113079,79.7557917020404,64.0531221635283,9.19166245842386,98.5546750482172,48.7270456263171
75.7859517867591,69.002138051854,12.4831972663992,86.6073063242598,72.232418652318,87.7569318317553,15.2022378798374,13.6995560832805,28.8392332989115,8.94120965561207,3.2325031496921,24.8053758247839,93.5796867952868,8.78163722946563,1.8352415875029,24.8102146931126,44.7341669065025,90.7823557651397,39.1396600798052,51.30458079908,90.3896509038643,61.7158786853552,4.83411952090817,3.11956335790455,10.2743111617741,42.7147405148573,35.1556227758609,98.8263142000849,74.1254030268736,60.1922093181842,70.392644526932,89.3633942543088,45.1520805833017,69.1262400546203,12.439715376208,16.0044973171629,6.03108809730461,78.2415295897999,83.5793290307504,69.4514501712361,18.6816376096002,88.5465043209623,65.8008052000243,40.087067429779,29.0086416681546,7.36073797810206,98.9458890452917,9.44035758703275,90.8889774799497,72.3937225850108,27.2805584991786,75.228563923242,79.5156381503859,3.12218523539666,38.6938107382093,27.4790881557268,27.5928152142102,2.14638249376369,14.7271437100023,36.6390428123598,61.001928906024,86.3135555726469,22.0859077683549,13.5145215785939,64.825726747756,41.1023226273904,68.1357382587805,71.4970903748873,79.7283299586652,85.2104258431011,85.1600857435715,78.6660427124453,37.9400179981374,20.2696870069554,3.07018376766606,29.487517347634,87.1263771221211,1.14043202018616,3.64034053989494,48.7162590900227,95.5410462477825,56.707512969172,31.6516230237379,62.0085450010914,36.2690287702445,51.9662523180767,12.0072564583263,70.5622170986618,75.3453469107882,29.3269423094737,37.6024489219294,56.8065855522922,38.2399513700441,14.2105045495555,35.8495851113079,82.9253987315976,59.5201374265594,2.33571458482996,76.3012220288511,48.7270456263171
75.7859517867591,69.002138051854,10.4134356560876,82.1781416670953,55.8773794230021,87.7569318317553,11.8036613239534,13.6995560832805,30.7274117570087,20.1920732371796,25.8628402138234,35.0151031299985,97.3657896053401,8.78163722946563,1.8352415875029,32.2435535371191,40.383509714665,90.7823557651397,39.1396600798052,51.30458079908,90.3896509038643,66.9138164284253,4.83411952090817,3.11956335790455,10.2743111617741,59.6161353616292,47.7020137883442,98.8263142000849,72.6087484146373,74.7135401136362,50.7343349742311,95.9966529967654,50.3942118501215,55.8917363094132,12.439715376208,16.0044973171629,6.03108809730461,68.4251052568333,86.0736847124482,69.4514501712361,20.4712865624455,74.7332327344691,62.9135987902562,47.142450463859,36.4031505977706,7.36073797810206,98.9458890452917,9.44035758703275,65.1003088385568,72.3937225850108,27.2392141020554,83.4911322144075,60.2251556040803,36.9700538767753,38.6938107382093,28.8027332756576,33.2772199336978,37.3242922892076,1.20588181881548,55.1704670026819,68.2672689226476,89.1232922191736,18.360779591632,13.5145215785939,64.825726747756,20.4202642474992,66.9486889671435,71.4970903748873,69.0426305299785,85.2104258431011,99.1434470644537,74.9460696097632,57.4056012058958,12.8619314340542,3.07018376766606,29.487517347634,60.0217458732333,10.8324130987574,11.919592314402,44.7725139193641,86.6214282815235,29.3200698113146,22.1704839594783,52.3926325712335,36.2690287702445,63.9222376934375,12.0072564583263,48.2080877014169,75.4423543313009,30.3259957380475,48.1169221653645,56.8065855522922,34.5280265155954,3.31446205668873,17.8255961511021,60.1390033011026,59.5201374265594,4.98153631127725,87.6085856386294,48.7270456263171
79.3542712105894,69.002138051854,10.4134356560876,90.9499827999255,55.8773794230021,94.8929628561021,11.8036613239534,13.6995560832805,68.306983050413,21.0059810905698,41.3667027412195,38.0442324699819,95.9146885431936,20.222310464837,1.8352415875029,20.6160653336515,20.9974169575593,87.4510624659497,61.4866727136171,51.30458079908,84.5138558181685,59.7035967919137,4.83411952090817,35.3030797964463,10.2743111617741,36.5805768936553,59.3127825935752,98.8263142000849,79.4311796505148,74.7135401136362,54.0782886329312,95.9966529967654,65.7080534212651,56.1998093447792,12.439715376208,16.1297447767889,1.42806589888046,69.2792409327296,96.4036023587631,69.4514501712361,15.0371616079205,84.45679989666,59.7929276937138,46.8379261857161,48.9950340539697,0.402066207237961,88.953683755572,18.6675452627562,73.5428237600202,72.5363726846868,22.6102648438555,89.0235112848945,57.2341883526742,42.9645098181383,40.7585957799423,39.8337036291895,26.4883789085084,37.3242922892076,1.20588181881548,54.598846981409,61.5046637143996,89.0058742694572,5.45045496642237,17.0067233910276,64.825726747756,34.0946975820899,69.769868391621,72.5955179119523,74.2533789502168,87.8332764627047,99.1434470644537,76.4193402145636,57.4056012058958,28.325647075485,3.07018376766606,44.4648853240462,60.0217458732333,10.8324130987574,26.828321950794,44.7725139193641,82.4025911421062,17.6850141926798,16.790723548193,52.1541982528056,47.3882500574616,82.6236920089099,24.7516524712583,48.2080877014169,72.0336295824584,30.3259957380475,60.9968951639276,69.5823073174561,48.3889561229079,3.31446205668873,17.8255961511021,74.7084011549566,75.1912128534676,0.0014359997406892,65.2378908876707,71.5343117165922
51.7426713246379,92.6608189872989,4.23751690136415,91.8733242123215,55.8773794230021,94.8929628561021,11.8036613239534,13.6995560832805,82.3383994608187,17.8414083134516,38.5920989293123,59.7820926831977,71.4751111655187,6.10339966747112,24.5774192756129,47.4497975534105,16.0005544665761,92.0383489986961,61.9063075585129,51.4821118141479,84.5138558181685,59.7035967919137,23.1985696492201,47.3260945345254,15.9069445660966,26.420963679067,32.7615439065749,88.3975071328355,93.8041631777761,68.866499759459,54.0782886329312,90.5996094697692,72.137734123929,56.1998093447792,3.57173187664059,17.7937232862733,1.42806589888046,55.2277102016477,96.4036023587631,80.7233367359232,15.0371616079205,84.45679989666,59.7929276937138,32.9691493530882,48.9950340539697,0.402066207237961,88.953683755572,10.5898556637118,72.9015601650747,65.2989592972404,22.6102648438555,73.4320191570161,80.7054755941506,31.5521317373428,62.1839032449028,48.9004095745845,26.4883789085084,43.6393429818345,14.7124358173275,45.070327079129,59.414337421181,97.4769024542351,5.45045496642237,35.3213155305187,65.20704967928,34.0946975820899,76.3880488261714,95.6122976176977,74.2533789502168,94.4586238813675,99.1434470644537,79.7480504679303,59.6722765336385,28.325647075485,3.07018376766606,78.8425844243889,61.6128861563183,22.1248392165549,29.4543331618313,73.5596177286874,82.4025911421062,12.9088294402228,29.3538482891693,40.7877352550304,52.9215870136894,83.2375944089482,13.115207151863,25.7501413142274,77.6975575747583,30.3259957380475,44.954102594677,62.2159023015071,29.4068307389509,18.3621590394802,30.3280707339394,93.314739216826,90.4275440353261,0.0014359997406892,73.3483075192343,54.0382045588289
51.7426713246379,77.862404911893,4.23751690136415,70.1746546141231,58.4818321095063,94.8929628561021,19.9602023601858,20.9811364213929,81.1035306484802,25.0790481609634,47.2560263217822,59.7820926831977,71.7953045310775,13.9967013888639,29.694478043993,48.1101398653545,16.0005544665761,92.0383489986961,50.574575473916,45.3505935819402,84.5138558181685,54.8111703475387,19.760185405845,69.4397277529454,9.72023912972209,26.9609811353095,33.0252045303738,88.3975071328355,93.8041631777761,77.0722630544979,55.4130907936518,90.5996094697692,72.137734123929,66.661496387373,3.57173187664059,4.06578458027117,1.42806589888046,85.9946726487123,96.4036023587631,75.032174640793,33.3510844440044,67.4690550581412,59.7929276937138,52.5831842108926,40.4914046139661,0.402066207237961,73.0914797761867,6.74338737618272,94.8172617777782,65.2989592972404,30.2694523694329,63.5780545777303,58.7700275057684,37.7128467332017,62.1839032449028,47.2187828826934,26.4883789085084,43.6393429818345,14.06631265831,26.6826315755827,70.5108733911388,88.7641408479639,5.45045496642237,35.3213155305187,61.2529432757848,14.4670660836733,76.3880488261714,95.6122976176977,74.0928257337593,85.0162288707986,99.1434470644537,74.2086925975814,59.6722765336385,32.1527456300231,14.5274008254364,81.4664161793705,46.3264638465223,22.1248392165549,30.6299123753013,60.949190020877,78.1974696796769,12.9088294402228,29.3538482891693,43.0910608530255,52.9215870136894,83.2375944089482,18.4608589776301,31.0043770525561,75.606088577013,44.3393967188493,44.954102594677,70.678612069746,17.0803408776965,28.4005779169111,37.2674448221916,94.8626296955343,78.8954216699939,0.0014359997406892,90.1227257864117,43.3372902142517
55.860847482897,67.5223090927545,15.0107987607898,63.3216333165786,58.4818321095063,81.1311265624701,39.2948150377468,11.6602066156652,81.1035306484802,15.3384071897453,60.7977162097786,87.5763111830856,71.7953045310775,13.9967013888639,6.04169232134684,30.9883516875783,8.42452112685246,92.0383489986961,64.5982967759813,38.7664527280579,59.0256957895659,64.7738916553499,14.4865924666697,69.4397277529454,9.72023912972209,29.3612584668047,33.0252045303738,92.1603384918673,83.654220586352,53.5546779433034,51.5870606128932,89.6243360382572,81.9977153096151,82.5958627685359,3.57173187664059,4.06578458027117,14.8815139395559,71.9517970769953,96.6628743022646,81.8550138705068,16.0151653476632,76.3376238597831,59.4661308916304,85.7412631417793,40.4914046139661,13.704384465366,90.2784821108699,32.6961188197845,92.0198148016866,69.8613862874996,51.1691836090938,73.4988460499981,69.9640608779141,43.6902380865373,38.8663838368827,42.0171829619558,7.26201180055476,43.6393429818345,14.06631265831,26.6826315755827,46.1656135868235,74.099496873077,5.45045496642237,49.714465655664,67.0664115419631,14.459257914125,72.936591098781,91.6871918225476,76.4526952206766,85.0162288707986,99.1434470644537,87.1463661848758,59.6722765336385,19.7478997981747,26.3606793967687,83.9524766023235,46.3264638465223,22.5864060857805,40.1714816346373,69.7403730182477,78.1974696796769,23.1233140296908,21.700937359855,35.5836922131341,52.9215870136894,86.1554444086924,18.4608589776301,34.07498360017,62.5880107739311,64.5500470008763,39.3290698683867,53.1132390606161,17.0803408776965,46.6682602227066,45.1158892010951,89.4387568077881,78.8954216699939,0.0014359997406892,71.0688046372696,25.4708566380326
37.994366132994,72.5097204922347,15.0107987607898,55.1168313781473,62.8781022634615,79.9973764899869,43.9988900799005,13.9010926168298,68.4019627465463,18.8918336583398,81.2468794286278,87.5763111830856,85.7983286238425,13.9967013888639,6.04169232134684,45.4235926689778,8.42452112685246,92.0383489986961,75.9675341736196,68.4244284396021,47.3947619212191,77.2721387129628,15.9092566050536,69.4397277529454,26.3575749145155,18.138096319614,33.0252045303738,94.1137680211331,75.7181712443119,35.1603701886698,63.0856202245791,77.7232269841509,81.9977153096151,82.906741044791,3.57173187664059,4.06578458027117,8.30563444865006,94.8712450323528,96.6628743022646,64.473783300348,15.9158633558885,61.1612408867488,56.3771135953724,85.7412631417793,51.1271912134234,27.9015514722602,89.2706460454004,34.9281797077934,92.0198148016866,69.8613862874996,51.1691836090938,78.0730987487975,74.4379198880442,24.7996772918062,44.724142437559,25.0201421612187,7.26201180055476,46.2096057018338,25.8751228270021,23.2390949599823,37.6238763736428,88.5981376516332,1.75083698867033,31.789391744511,37.3699074110444,14.459257914125,53.7306427510063,88.6759858727073,87.3027623391559,79.1559642555663,99.1434470644537,51.7335595728141,59.6722765336385,1.16414161713278,40.6859341860735,83.9524766023235,61.8270156731061,13.4559917523963,54.26408661405,45.5998345222561,77.5450760022635,20.0480738516874,8.75794435121793,25.884290203245,58.6508675869298,86.1554444086924,18.4608589776301,19.8642877184894,89.0132521893106,64.5500470008763,39.3290698683867,53.1132390606161,17.0803408776965,46.4204450010901,45.1158892010951,89.4387568077881,78.8954216699939,11.4522540056023,78.4437885542596,25.4708566380326
