Block,Cage,Hour,Minute,Time,Animal,z,x,y,Perch,Beh,Disturbed,Observer,Notes
5,B,11,0,11,MEFE,76,13,1,Cage,Sit,,Hank,
5,C,11,0,11,MEFE,82,21,4,Mesh,Sit,,Hank,
5,A,11,30,11.5,MEFE,,,,,,,Hank,
5,B,11,30,11.5,MEFE,78,15,1,Mesh,Sit,,Hank,
5,C,11,30,11.5,MEFE,81,16,10,Cage,Walk,,Hank,
5,A,12,0,12,MEFE,26,7,1,Mesh,Sit,,Hank,
5,B,12,0,12,MEFE,77,1,1,Mesh,Hop,,Hank,
5,C,12,0,12,MEFE,80,31,8,Mesh,Walk,,Hank,
5,A,12,30,12.5,MEFE,22,5,8,Mesh,Walk,,Hank,
5,B,12,30,12.5,MEFE,80,13,10,Mesh,Walk,,Hank,
5,C,12,30,12.5,MEFE,79,26,11,Mesh,Sit,,Hank,
5,A,13,0,13,MEFE,0,1,3,Ground,Hop,,Hank,
5,B,13,0,13,MEFE,80,21,2,Mesh,Sit,,Hank,
5,C,13,0,13,MEFE,81,21,13,Mesh,Sit,,Hank,
5,A,13,30,13.5,MEFE,25,12,10,Ground,Sit,,Hank,
5,B,13,30,13.5,MEFE,80,21,2,Mesh,Sit,,Hank,
5,C,13,30,13.5,MEFE,81,21,13,Mesh,Sit,,Hank,
8,C,13,30,13.5,MEFE,82,22,10,Mesh,Sit,,Hank,
5,A,14,0,14,MEFE,,,,,,,Hank,
5,B,14,0,14,MEFE,80,25,3,Cage,Sit,,Hank,
5,C,14,0,14,MEFE,28,1,9,Mesh,Walk,,Hank,
8,B,14,0,14,MEFE,12,29,0,Mesh,Sit,,Hank,
5,A,14,30,14.5,MEFE,,,,,,,Hank,
5,B,14,30,14.5,MEFE,79,13,2,GR,Sit,,Hank,
5,C,14,30,14.5,MEFE,,,,,,,Hank,
8,C,14,30,14.5,MEFE,88,4,3,Mesh,Sit,,Hank,
5,A,15,0,15,MEFE,,,,,,,Hank,
5,B,15,0,15,MEFE,79,13,2,GR,Sit,,Hank,
5,C,15,0,15,MEFE,84,19,9,Mesh,Sit,,Hank,
8,C,15,0,15,MEFE,82,11,1,Cage,Walk,,Hank,
5,A,15,30,15.5,MEFE,,,,,,,Hank,
5,B,15,30,15.5,MEFE,80,23,1,Cage,Sit,,Hank,
5,C,15,30,15.5,MEFE,84,23,10,Cage,Sit,,Hank,
8,C,15,30,15.5,MEFE,76,5,5,Mesh,Walk,,Hank,
5,A,16,0,16,MEFE,,,,,,,Hank,
5,B,16,0,16,MEFE,80,4,8,Mesh,Sit,,Hank,
5,C,16,0,16,MEFE,84,14,12,Mesh,Sit,,Hank,
8,C,16,0,16,MEFE,84,27,3,Mesh,Sit,,Hank,
5,A,16,30,16.5,MEFE,,,,,,,Hank,
5,B,16,30,16.5,MEFE,80,17,2,Mesh,Sit,,Hank,
5,C,16,30,16.5,MEFE,85,18,12,Mesh,Sit,,Hank,
5,A,17,0,17,MEFE,,,,,,,Hank,
5,B,17,0,17,MEFE,66,25,1,Mesh,Sit,,Hank,
5,C,17,0,17,MEFE,80,13,7,Mesh,Walk,,Hank,
8,C,17,0,17,MEFE,82,6,1,Cage,Walk,,Hank,
5,A,17,30,17.5,MEFE,40,16,5,GR,Sit,,Hank,
5,B,17,30,17.5,MEFE,80,19,5,Mesh,Sit,,Hank,
5,C,17,30,17.5,MEFE,80,7,5,Mesh,Sit,,Hank,
5,A,18,0,18,MEFE,40,16,5,GR,Sit,,Hank,
5,B,18,0,18,MEFE,80,18,2,GR,Sit,,Hank,
5,C,18,0,18,MEFE,84,12,9,Mesh,Sit,,Hank,
8,C,18,0,18,MEFE,83,3,1,Mesh,Sit,,Hank,
5,A,18,30,18.5,MEFE,40,16,5,GR,Sit,,Hank,
5,B,18,30,18.5,MEFE,80,14,4,Cage,Sit,,Hank,
5,C,18,30,18.5,MEFE,82,12,10,Mesh,Sit,,Hank,
5,A,19,0,19,MEFE,,,,,,,Hank,
5,B,19,0,19,MEFE,80,16,5,GR,Sit,,Hank,
5,C,19,0,19,MEFE,80,15,3,Mesh,Walk,,Hank,
8,C,19,0,19,MEFE,82,2,1,Cage,Sit,,Hank,
5,A,7,0,7,MEFE,80,25,4,Mesh,Sit,,Hank,
5,B,7,0,7,MEFE,,,,,,,Hank,
5,C,7,0,7,MEFE,,,,,,,Hank,
8,A,7,0,7,MEFE,,,,,,,Hank,
5,A,7,30,7.5,MEFE,80,24,6,Mesh,Sit,,Hank,
5,B,7,30,7.5,MEFE,78,14,5,GR,Sit,,Hank,
5,C,7,30,7.5,MEFE,,,,,,,Hank,
8,C,7,30,7.5,MEFE,,,,,,,Hank,
5,A,8,0,8,MEFE,80,21,5,Mesh,Sit,,Hank,
5,B,8,0,8,MEFE,78,14,5,GR,Sit,,Hank,
5,C,8,0,8,MEFE,,,,,,,Hank,
8,C,8,0,8,MEFE,,,,,,,Hank,
5,A,8,30,8.5,MEFE,80,21,5,Mesh,Sit,,Hank,
5,B,8,30,8.5,MEFE,78,14,5,GR,Sit,,Hank,
5,C,8,30,8.5,MEFE,,,,,,,Hank,
8,C,8,30,8.5,MEFE,,,,,,,Hank,
5,A,9,0,9,MEFE,80,27,5,Mesh,Sit,,Hank,
5,B,9,0,9,MEFE,78,14,5,GR,Sit,,Hank,
5,C,9,0,9,MEFE,80,30,13,Mesh,Sit,,Hank,
5,A,9,30,9.5,MEFE,79,27,4,Cage,Sit,,Hank,
5,B,9,30,9.5,MEFE,20,7,12,Forb,Sit,,Hank,
5,C,9,30,9.5,MEFE,80,30,13,Mesh,Sit,,Hank,
5,A,10,0,10,MEFE,,,,,,,Hank,
5,B,10,0,10,MEFE,78,18,5,Cage,Walk,,Hank,
5,C,10,0,10,MEFE,80,25,8,Mesh,Sit,,Hank,
5,A,10,30,10.5,MEFE,35,12,9,GR,Walk,,Hank,
5,B,10,30,10.5,MEFE,62,10,22,Mesh,Walk,,Hank,
5,C,10,30,10.5,MEFE,85,23,9,Mesh,Walk,,Hank,
8,B,10,30,10.5,MEFE,,,,,,,Hank,
5,A,11,0,11,MEFE,,,,,,,Hank,
5,B,11,0,11,MEFE,73,39,9,Mesh,Sit,,Hank,
5,C,11,0,11,MEFE,82,27,9,Mesh,Walk,,Hank,
5,A,11,30,11.5,MEFE,,,,,,,Hank,
5,B,11,30,11.5,MEFE,79,1,8,Mesh,Walk,,Hank,
5,C,11,30,11.5,MEFE,,,,,,,Hank,
5,A,12,0,12,MEFE,,,,,,,Hank,
5,B,12,0,12,MEFE,81,18,1,Mesh,Sit,,Hank,
5,C,12,0,12,MEFE,,,,,,,Hank,
5,A,12,30,12.5,MEFE,,,,,,,Hank,
5,B,12,30,12.5,MEFE,80,25,11,Cage,Sit,,Hank,
5,C,12,30,12.5,MEFE,,,,,,,Hank,
5,A,13,0,13,MEFE,,,,,,,Hank,
5,B,13,0,13,MEFE,71,17,3,Cage,Walk,,Hank,
5,C,13,0,13,MEFE,,,,,,,Hank,
5,A,13,30,13.5,MEFE,,,,,,,Hank,
5,B,13,30,13.5,MEFE,25,13,10,Mesh,Sit,,Hank,
5,C,13,30,13.5,MEFE,,,,,,,Hank,
8,C,13,30,13.5,MEFE,,,,,,,Hank,
5,A,14,0,14,MEFE,,,,,,,Hank,
5,B,14,0,14,MEFE,80,29,3,Mesh,Sit,,Hank,
5,C,14,0,14,MEFE,,,,,,,Hank,
8,B,14,0,14,MEFE,12,19,9,Forb,Sit,,Hank,
5,A,14,30,14.5,MEFE,,,,,,,Hank,
5,B,14,30,14.5,MEFE,80,14,2,GR,Sit,,Hank,
5,C,14,30,14.5,MEFE,,,,,,,Hank,
8,C,14,30,14.5,MEFE,,,,,,,Hank,
5,A,15,0,15,MEFE,,,,,,,Hank,
5,B,15,0,15,MEFE,80,15,3,Cage,Sit,,Hank,
5,C,15,0,15,MEFE,83,22,8,Mesh,Sit,,Hank,
8,C,15,0,15,MEFE,,,,,,,Hank,
5,A,15,30,15.5,MEFE,,,,,,,Hank,
5,B,15,30,15.5,MEFE,80,16,7,Mesh,Walk,,Hank,
5,C,15,30,15.5,MEFE,84,15,10,Mesh,Walk,,Hank,
8,C,15,30,15.5,MEFE,,,,,,,Hank,
5,A,16,0,16,MEFE,,,,,,,Hank,
5,B,16,0,16,MEFE,80,22,2,Cage,Walk,,Hank,
5,C,16,0,16,MEFE,60,33,6,GR,Sit,,Hank,
8,C,16,0,16,MEFE,,,,,,,Hank,
5,A,16,30,16.5,MEFE,,,,,,,Hank,
5,B,16,30,16.5,MEFE,80,28,3,Mesh,Sit,,Hank,
5,C,16,30,16.5,MEFE,78,29,12,Mesh,Hop,,Hank,
5,A,17,0,17,MEFE,,,,,,,Hank,
5,B,17,0,17,MEFE,80,17,2,GR,Walk,,Hank,
5,C,17,0,17,MEFE,83,16,12,Mesh,Sit,,Hank,
8,C,17,0,17,MEFE,,,,,,,Hank,
5,A,17,30,17.5,MEFE,,,,,,,Hank,
5,B,17,30,17.5,MEFE,52,13,9,GR,Sit,,Hank,
5,C,17,30,17.5,MEFE,81,16,11,Mesh,Hop,,Hank,
5,A,18,0,18,MEFE,,,,,,,Hank,
5,B,18,0,18,MEFE,37,14,8,GR,Sit,,Hank,
5,C,18,0,18,MEFE,84,21,10,Mesh,Sit,,Hank,
8,C,18,0,18,MEFE,,,,,,,Hank,
5,A,18,30,18.5,MEFE,,,,,,,Hank,
5,B,18,30,18.5,MEFE,37,14,8,GR,Sit,,Hank,
5,C,18,30,18.5,MEFE,83,21,11,Cage,Sit,,Hank,
5,A,19,0,19,MEFE,,,,,,,Hank,
5,B,19,0,19,MEFE,37,14,8,GR,Sit,,Hank,
5,C,19,0,19,MEFE,80,25,10,Mesh,Walk,,Hank,
8,C,19,0,19,MEFE,,,,,,,Hank,
5,A,7,0,7,PIMI,,,,,,,Hank,
5,B,7,0,7,PIMI,,,,,,,Hank,
5,C,7,0,7,PIMI,,,,,,,Hank,
8,A,7,0,7,PIMI,,,,,,,Hank,
5,A,7,30,7.5,PIMI,,,,,,,Hank,
5,B,7,30,7.5,PIMI,,,,,,,Hank,
5,C,7,30,7.5,PIMI,,,,,,,Hank,
8,C,7,30,7.5,PIMI,,,,,,,Hank,
5,A,8,0,8,PIMI,,,,,,,Hank,
5,B,8,0,8,PIMI,,,,,,,Hank,
5,C,8,0,8,PIMI,,,,,,,Hank,
8,C,8,0,8,PIMI,,,,,,,Hank,
5,A,8,30,8.5,PIMI,,,,,,,Hank,
5,B,8,30,8.5,PIMI,,,,,,,Hank,
5,C,8,30,8.5,PIMI,,,,,,,Hank,
8,C,8,30,8.5,PIMI,,,,,,,Hank,
5,A,9,0,9,PIMI,,,,,,,Hank,
5,B,9,0,9,PIMI,,,,,,,Hank,
5,C,9,0,9,PIMI,,,,,,,Hank,
5,A,9,30,9.5,PIMI,,,,,,,Hank,
5,B,9,30,9.5,PIMI,,,,,,,Hank,
5,C,9,30,9.5,PIMI,,,,,,,Hank,
5,A,10,0,10,PIMI,,,,,,,Hank,
5,B,10,0,10,PIMI,,,,,,,Hank,
5,C,10,0,10,PIMI,,,,,,,Hank,
5,A,10,30,10.5,PIMI,,,,,,,Hank,
5,B,10,30,10.5,PIMI,,,,,,,Hank,
5,C,10,30,10.5,PIMI,,,,,,,Hank,
8,B,10,30,10.5,PIMI,,,,,,,Hank,
5,A,11,0,11,PIMI,,,,,,,Hank,
5,B,11,0,11,PIMI,,,,,,,Hank,
5,C,11,0,11,PIMI,,,,,,,Hank,
5,A,11,30,11.5,PIMI,,,,,,,Hank,
5,B,11,30,11.5,PIMI,,,,,,,Hank,
5,C,11,30,11.5,PIMI,,,,,,,Hank,
5,A,12,0,12,PIMI,,,,,,,Hank,
5,B,12,0,12,PIMI,,,,,,,Hank,
5,C,12,0,12,PIMI,,,,,,,Hank,
5,A,12,30,12.5,PIMI,,,,,,,Hank,
5,B,12,30,12.5,PIMI,,,,,,,Hank,
5,C,12,30,12.5,PIMI,,,,,,,Hank,
5,A,13,0,13,PIMI,,,,,,,Hank,
5,B,13,0,13,PIMI,,,,,,,Hank,
5,C,13,0,13,PIMI,,,,,,,Hank,
5,A,13,30,13.5,PIMI,,,,,,,Hank,
5,B,13,30,13.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,13,30,13.5,PIMI,,,,,,,Hank,
8,C,13,30,13.5,PIMI,82,9,10,Cage,Walk,,Hank,
5,A,14,0,14,PIMI,,,,,,,Hank,
5,B,14,0,14,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,14,0,14,PIMI,,,,,,,Hank,
8,B,14,0,14,PIMI,,,,,,,Hank,
5,A,14,30,14.5,PIMI,,,,,,,Hank,
5,B,14,30,14.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,14,30,14.5,PIMI,,,,,,,Hank,
8,C,14,30,14.5,PIMI,88,5,4,Cage,Sit,,Hank,
5,A,15,0,15,PIMI,,,,,,,Hank,
5,B,15,0,15,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,15,0,15,PIMI,,,,,,,Hank,
8,C,15,0,15,PIMI,83,7,11,Cage,Sit,,Hank,
5,A,15,30,15.5,PIMI,,,,,,,Hank,
5,B,15,30,15.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,15,30,15.5,PIMI,,,,,,,Hank,
8,C,15,30,15.5,PIMI,81,6,11,Mesh,Sit,,Hank,
5,A,16,0,16,PIMI,,,,,,,Hank,
5,B,16,0,16,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,16,0,16,PIMI,,,,,,,Hank,
8,C,16,0,16,PIMI,82,7,11,Mesh,Sit,,Hank,
5,A,16,30,16.5,PIMI,,,,,,,Hank,
5,B,16,30,16.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,16,30,16.5,PIMI,,,,,,,Hank,
5,A,17,0,17,PIMI,,,,,,,Hank,
5,B,17,0,17,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,17,0,17,PIMI,,,,,,,Hank,
8,C,17,0,17,PIMI,83,7,11,Mesh,Sit,,Hank,
5,A,17,30,17.5,PIMI,,,,,,,Hank,
5,B,17,30,17.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,17,30,17.5,PIMI,,,,,,,Hank,
5,A,18,0,18,PIMI,,,,,,,Hank,
5,B,18,0,18,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,18,0,18,PIMI,,,,,,,Hank,
8,C,18,0,18,PIMI,83,7,11,Mesh,Sit,,Hank,
5,A,18,30,18.5,PIMI,,,,,,,Hank,
5,B,18,30,18.5,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,18,30,18.5,PIMI,,,,,,,Hank,
5,A,19,0,19,PIMI,,,,,,,Hank,
5,B,19,0,19,PIMI,20,4,9,Fern,Sit,,Hank,
5,C,19,0,19,PIMI,,,,,,,Hank,
8,C,19,0,19,PIMI,82,6,11,Cage,Sit,,Hank,
1,A,7,0,7,MEFE,,,,,,,Corinna,
1,B,7,0,7,MEFE,52,22,7,GR,Sit,,Corinna,
1,C,7,0,7,MEFE,82,5,14,Cage,Sit,,Corinna,
1,D,7,0,7,MEFE,78,22,1,Cage ,Sit,,Corinna,
1,E,7,0,7,MEFE,40,14,3,GR,Sit,,Corinna,
1,A,7,30,7.5,MEFE,52,9,1,FB,Sit,,Corinna,
1,B,7,30,7.5,MEFE,79,13,1,Cage,Sit,,Corinna,
1,C,7,30,7.5,MEFE,28,5,5,GR,Sit,,Corinna,
1,D,7,30,7.5,MEFE,86,10,13,Cage,Sit,,Corinna,
1,E,7,30,7.5,MEFE,40,14,3,GR,Sit,,Corinna,
1,A,8,0,8,MEFE,5,9,1,FB,Sit,,Corinna,
1,B,8,0,8,MEFE,79,13,1,Cage,Sit,,Corinna,
1,C,8,0,8,MEFE,28,5,5,GR,Sit,,Corinna,
1,D,8,0,8,MEFE,85,13,6,Cage,Sit,,Corinna,
1,E,8,0,8,MEFE,48,12,0,Cage,Sit,,Corinna,
1,A,8,30,8.5,MEFE,52,9,1,FB,Sit,,Corinna,
1,B,8,30,8.5,MEFE,79,14,3,GR,Walk,,Corinna,
1,C,8,30,8.5,MEFE,28,5,5,GR,Sit,,Corinna,
1,D,8,30,8.5,MEFE,86,6,12,Cage,Sit,,Corinna,
1,E,8,30,8.5,MEFE,69,7,0,Cage,Sit,,Corinna,
1,A,9,0,9,MEFE,52,9,1,FB,Sit,,Corinna,
1,B,9,0,9,MEFE,63,15,7,GR,Walk,,Corinna,
1,C,9,0,9,MEFE,28,5,5,GR,Sit,,Corinna,
1,D,9,0,9,MEFE,86,4,17,Cage,Sit,,Corinna,
1,E,9,0,9,MEFE,78,5,1,Cage,Sit,,Corinna,
1,A,9,30,9.5,MEFE,62,0,2,Cage,Walk,,Corinna,
1,B,9,30,9.5,MEFE,77,15,3,GR,Sit,,Corinna,
1,C,9,30,9.5,MEFE,41,7,6,GR,Sit,,Corinna,
1,D,9,30,9.5,MEFE,86,10,13,Cage,Walk,,Corinna,
1,E,9,30,9.5,MEFE,79,29,11,Cage,Sit,,Corinna,
1,A,10,0,10,MEFE,71,13,0,Cage,Walk,,Corinna,
1,B,10,0,10,MEFE,87,6,3,Cage,Walk,,Corinna,
1,C,10,0,10,MEFE,83,6,3,Cage,Sit,,Corinna,
1,D,10,0,10,MEFE,86,10,13,Cage,Sit,,Corinna,
1,E,10,0,10,MEFE,83,31,10,Cage,Sit,,Corinna,
1,A,10,30,10.5,MEFE,79,0,5,Cage,Walk,,Corinna,
1,B,10,30,10.5,MEFE,78,15,13,Cage,Sit,,Corinna,
1,C,10,30,10.5,MEFE,82,5,7,Cage,Sit,,Corinna,
1,D,10,30,10.5,MEFE,83,3,9,Cage,Walk,,Corinna,
1,E,10,30,10.5,MEFE,86,1,4,Cage,Walk,,Corinna,
1,A,11,0,11,MEFE,80,0,4,Cage,Walk,,Corinna,
1,B,11,0,11,MEFE,65,0,10,Cage,Sit,,Corinna,
1,C,11,0,11,MEFE,88,6,6,Cage,Sit,,Corinna,
1,D,11,0,11,MEFE,88,6,2,Cage,Sit,,Corinna,
1,E,11,0,11,MEFE,86,11,8,Cage,Walk,,Corinna,
1,A,11,30,11.5,MEFE,54,25,0,Cage,Sit,,Corinna,
1,B,11,30,11.5,MEFE,78,5,16,Cage,Walk,,Corinna,
1,C,11,30,11.5,MEFE,82,31,12,Cage,Walk,,Corinna,
1,D,11,30,11.5,MEFE,87,5,9,Cage,Walk,,Corinna,
1,E,11,30,11.5,MEFE,82,3,4,GR,Walk,,Corinna,
1,A,12,0,12,MEFE,,,,,,,Corinna,
1,B,12,0,12,MEFE,-4,8,0,ground,Walk,,Corinna,
1,C,12,0,12,MEFE,82,7,13,Cage,Walk,,Corinna,
1,D,12,0,12,MEFE,85,3,7,Cage,Sit,,Corinna,
1,E,12,0,12,MEFE,88,0,6,Cage,Walk,,Corinna,
1,A,12,30,12.5,MEFE,80,0,6,Cage,Sit,,Corinna,
1,B,12,30,12.5,MEFE,78,9,12,Cage,Sit,,Corinna,
1,C,12,30,12.5,MEFE,82,12,13,Cage,Sit,,Corinna,
1,D,12,30,12.5,MEFE,61,15,13,Cage,Sit,,Corinna,
1,E,12,30,12.5,MEFE,87,7,9,Cage,Sit,,Corinna,
1,A,13,0,13,MEFE,60,9,15,Cage,Sit,,Corinna,
1,B,13,0,13,MEFE,78,15,15,Cage,Walk,,Corinna,
1,C,13,0,13,MEFE,82,12,13,Cage,Sit,,Corinna,
1,D,13,0,13,MEFE,88,13,1,Cage,Walk,,Corinna,
1,E,13,0,13,MEFE,86,19,7,GR,Walk,,Corinna,
1,A,13,30,13.5,MEFE,,,,,,,Corinna,
1,B,13,30,13.5,MEFE,78,25,12,Cage,Walk,,Corinna,
1,C,13,30,13.5,MEFE,80,3,13,Cage,Sit,,Corinna,
1,D,13,30,13.5,MEFE,88,6,2,Cage,Walk,,Corinna,
1,E,13,30,13.5,MEFE,86,28,3,Cage,Sit,,Corinna,
1,A,14,0,14,MEFE,,,,,,,Corinna,
1,B,14,0,14,MEFE,78,11,8,Cage,Walk,,Corinna,
1,C,14,0,14,MEFE,82,0,14,Cage,Walk,,Corinna,
1,D,14,0,14,MEFE,88,12,9,Cage,Walk,,Corinna,
1,E,14,0,14,MEFE,87,3,5,Cage,Walk,,Corinna,
1,A,14,30,14.5,MEFE,15,23,20,Cage,Sit,,Corinna,
1,B,14,30,14.5,MEFE,78,20,4,GR,Sit,,Corinna,
1,C,14,30,14.5,MEFE,80,3,14,Cage,Walk,,Corinna,
1,D,14,30,14.5,MEFE,88,27,8,Cage,Walk,,Corinna,
1,E,14,30,14.5,MEFE,87,28,10,Cage,Sit,,Corinna,
1,A,15,0,15,MEFE,-3,3,18,ground,Sit,,Corinna,
1,B,15,0,15,MEFE,79,17,4,GR,Sit,,Corinna,
1,C,15,0,15,MEFE,45,7,20,Cage,Walk,,Corinna,
1,D,15,0,15,MEFE,86,20,0,Cage,Walk,,Corinna,
1,E,15,0,15,MEFE,87,9,10,Cage,Sit,,Corinna,
1,A,15,30,15.5,MEFE,83,3,10,Cage,Sit,,Corinna,
1,B,15,30,15.5,MEFE,79,16,4,GR,Sit,,Corinna,
1,C,15,30,15.5,MEFE,10,29,23,Cage,Sit,,Corinna,
1,D,15,30,15.5,MEFE,84,31,3,Cage,Sit,,Corinna,
1,E,15,30,15.5,MEFE,87,8,8,Cage,Sit,,Corinna,
1,A,16,0,16,MEFE,83,3,8,Cage,Walk,,Corinna,
1,B,16,0,16,MEFE,79,16,4,GR,Sit,,Corinna,
1,C,16,0,16,MEFE,80,4,14,Cage,Sit,,Corinna,
1,D,16,0,16,MEFE,87,36,7,Cage,Sit,,Corinna,
1,E,16,0,16,MEFE,87,9,8,Cage,Sit,,Corinna,
1,A,16,30,16.5,MEFE,44,6,6,FB,Sit,,Corinna,
1,B,16,30,16.5,MEFE,79,16,4,GR,Sit,,Corinna,
1,C,16,30,16.5,MEFE,85,9,14,Cage,Sit,,Corinna,
1,D,16,30,16.5,MEFE,88,12,9,Cage,Sit,,Corinna,
1,E,16,30,16.5,MEFE,85,6,0,Cage,Sit,,Corinna,
1,A,17,0,17,MEFE,43,5,6,FB,Sit,,Corinna,
1,B,17,0,17,MEFE,79,16,4,GR,Sit,,Corinna,
1,C,17,0,17,MEFE,62,16,4,GR,Sit,,Corinna,
1,D,17,0,17,MEFE,88,12,0,Cage,Walk,,Corinna,
1,E,17,0,17,MEFE,87,11,10,Cage,Sit,,Corinna,
1,A,17,30,17.5,MEFE,43,5,6,FB,Sit,,Corinna,
1,B,17,30,17.5,MEFE,77,18,7,GR,Sit,,Corinna,
1,C,17,30,17.5,MEFE,82,6,13,Cage,Walk,,Corinna,
1,D,17,30,17.5,MEFE,76,25,0,Cage,Walk,,Corinna,
1,E,17,30,17.5,MEFE,87,9,8,Cage,Walk,,Corinna,
1,A,18,0,18,MEFE,43,5,6,FB,Sit,,Corinna,
1,B,18,0,18,MEFE,87,16,2,GR,Sit,,Corinna,
1,C,18,0,18,MEFE,82,9,13,Cage,Sit,,Corinna,
1,D,18,0,18,MEFE,88,14,6,Cage,Sit,,Corinna,
1,E,18,0,18,MEFE,34,9,0,Cage,Sit,,Corinna,
1,A,18,30,18.5,MEFE,43,5,6,FB,Sit,,Corinna,
1,B,18,30,18.5,MEFE,78,18,3,GR,Sit,,Corinna,
1,C,18,30,18.5,MEFE,82,3,8,Cage,Sit,,Corinna,
1,D,18,30,18.5,MEFE,77,7,0,Cage,Sit,,Corinna,
1,E,18,30,18.5,MEFE,77,9,8,Cage,Sit,,Corinna,
1,A,19,0,19,MEFE,43,5,6,FB,Sit,,Corinna,
1,B,19,0,19,MEFE,78,18,3,GR,Sit,,Corinna,
1,C,19,0,19,MEFE,25,21,6,GR,Sit,,Corinna,
1,D,19,0,19,MEFE,87,7,0,Cage,Sit,,Corinna,
1,E,19,0,19,MEFE,87,9,8,Cage,Sit,,Corinna,
1,A,7,0,7,MEFE,0,14,2,Cage,DEAD,,Corinna,
1,B,7,0,7,MEFE,79,13,1,wire,Sit,,Corinna,
1,C,7,0,7,MEFE,27,4,5,GR,Sit,,Corinna,
1,D,7,0,7,MEFE,86,10,18,wire,Walk,,Corinna,
1,E,7,0,7,MEFE,,,,,,,Corinna,
1,A,7,30,7.5,MEFE,,,,,,,Corinna,
1,B,7,30,7.5,MEFE,48,23,8,GR,Sit,,Corinna,
1,C,7,30,7.5,MEFE,82,5,15,Cage,Sit,,Corinna,
1,D,7,30,7.5,MEFE,86,23,2,Cage,Sit,,Corinna,
1,E,7,30,7.5,MEFE,,,,,,,Corinna,
1,A,8,0,8,MEFE,,,,,,,Corinna,
1,B,8,0,8,MEFE,48,23,8,GR,Sit,,Corinna,
1,C,8,0,8,MEFE,82,5,15,Cage,Sit,,Corinna,
1,D,8,0,8,MEFE,85,30,9,Cage,Sit,,Corinna,
1,E,8,0,8,MEFE,62,30,13,Cage,Sit,,Corinna,
1,A,8,30,8.5,MEFE,,,,,,,Corinna,
1,B,8,30,8.5,MEFE,48,22,9,GR,Sit,,Corinna,
1,C,8,30,8.5,MEFE,82,5,15,Cage,Sit,,Corinna,
1,D,8,30,8.5,MEFE,86,35,8,Cage,Sit,,Corinna,
1,E,8,30,8.5,MEFE,,,,,,,Corinna,
1,A,9,0,9,MEFE,,,,,,,Corinna,
1,B,9,0,9,MEFE,77,18,6,GR,Sit,,Corinna,
1,C,9,0,9,MEFE,82,5,11,Cage,Sit,,Corinna,
1,D,9,0,9,MEFE,86,34,8,Cage,Sit,,Corinna,
1,E,9,0,9,MEFE,66,31,12,Cage,Sit,,Corinna,
1,A,9,30,9.5,MEFE,,,,,,,Corinna,
1,B,9,30,9.5,MEFE,80,17,6,Cage,Sit,,Corinna,
1,C,9,30,9.5,MEFE,82,0,3,Cage,Sit,,Corinna,
1,D,9,30,9.5,MEFE,88,37,7,Cage,Sit,,Corinna,
1,E,9,30,9.5,MEFE,85,3,9,Cage,Walk,,Corinna,
1,A,10,0,10,MEFE,,,,,,,Corinna,
1,B,10,0,10,MEFE,78,13,5,Cage,Sit,,Corinna,
1,C,10,0,10,MEFE,49,0,4,Cage,Sit,,Corinna,
1,D,10,0,10,MEFE,88,37,7,Cage,Sit,,Corinna,
1,E,10,0,10,MEFE,88,0,9,Cage,Sit,,Corinna,
1,A,10,30,10.5,MEFE,,,,,,,Corinna,
1,B,10,30,10.5,MEFE,78,18,5,Cage,Walk,,Corinna,
1,C,10,30,10.5,MEFE,82,30,3,Cage,Walk,,Corinna,
1,D,10,30,10.5,MEFE,88,11,14,Cage,Walk,,Corinna,
1,E,10,30,10.5,MEFE,87,1,5,Cage,Sit,,Corinna,
1,A,11,0,11,MEFE,,,,,,,Corinna,
1,B,11,0,11,MEFE,68,0,9,Cage,Walk,,Corinna,
1,C,11,0,11,MEFE,32,0,0,Cage,Walk,,Corinna,
1,D,11,0,11,MEFE,37,0,7,Cage,Walk,,Corinna,
1,E,11,0,11,MEFE,86,23,3,Cage,Sit,,Corinna,
1,A,11,30,11.5,MEFE,,,,,,,Corinna,
1,B,11,30,11.5,MEFE,78,10,10,Cage,Walk,,Corinna,
1,C,11,30,11.5,MEFE,,,,,,,Corinna,
1,D,11,30,11.5,MEFE,87,8,8,Cage,Walk,,Corinna,
1,E,11,30,11.5,MEFE,19,11,11,Cage,Walk,,Corinna,
1,A,12,0,12,MEFE,,,,,,,Corinna,
1,B,12,0,12,MEFE,80,19,19,Cage,Walk,,Corinna,
1,C,12,0,12,MEFE,,,,,,,Corinna,
1,D,12,0,12,MEFE,87,7,7,Cage,Walk,,Corinna,
1,E,12,0,12,MEFE,84,19,19,Cage,Sit,,Corinna,
1,A,12,30,12.5,MEFE,,,,,,,Corinna,
