Block,Cage,Hour,Minute,Time,Animal,z,x,y,Perch,Beh,Disturbed,Observer,Notes
3,C,11,30,11.5,ONAS,,,,,,,Rob,
3,D,11,30,11.5,ONAS,,,,,,,Rob,
3,E,11,30,11.5,ONAS,44,21,7,GR,DEAD,,Rob,
3,A,12,0,12,ONAS,,,,,,,Rob,
3,B,12,0,12,ONAS,,,,,,,Rob,
3,C,12,0,12,ONAS,,,,,,,Rob,
3,D,12,0,12,ONAS,,,,,,,Rob,
3,E,12,0,12,ONAS,44,21,7,GR,DEAD,,Rob,
3,A,12,30,12.5,ONAS,,,,,,,Rob,
3,B,12,30,12.5,ONAS,,,,,,,Rob,
3,C,12,30,12.5,ONAS,,,,,,,Rob,
3,D,12,30,12.5,ONAS,,,,,,,Rob,
3,E,12,30,12.5,ONAS,,,,,,,Rob,
3,A,13,0,13,ONAS,,,,,,,Rob,
3,B,13,0,13,ONAS,,,,,,,Rob,
3,C,13,0,13,ONAS,,,,,,,Rob,
3,D,13,0,13,ONAS,,,,,,,Rob,
3,E,13,0,13,ONAS,,,,,,,Rob,
3,A,13,30,13.5,ONAS,,,,,,,Rob,
3,B,13,30,13.5,ONAS,,,,,,,Rob,
3,C,13,30,13.5,ONAS,,,,,,,Rob,
3,D,13,30,13.5,ONAS,,,,,,,Rob,
3,E,13,30,13.5,ONAS,,,,,,,Rob,
3,A,14,0,14,ONAS,,,,,,,Rob,
3,B,14,0,14,ONAS,,,,,,,Rob,
3,C,14,0,14,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,14,0,14,ONAS,,,,,,,Rob,
3,E,14,0,14,ONAS,,,,,,,Rob,
3,A,14,30,14.5,ONAS,,,,,,,Rob,
3,B,14,30,14.5,ONAS,,,,,,,Rob,
3,C,14,30,14.5,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,14,30,14.5,ONAS,,,,,,,Rob,
3,E,14,30,14.5,ONAS,,,,,,,Rob,
3,A,15,0,15,ONAS,,,,,,,Rob,
3,B,15,0,15,ONAS,,,,,,,Rob,
3,C,15,0,15,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,15,0,15,ONAS,,,,,,,Rob,
3,E,15,0,15,ONAS,,,,,,,Rob,
3,A,15,30,15.5,ONAS,,,,,,,Rob,
3,B,15,30,15.5,ONAS,,,,,,,Rob,
3,C,15,30,15.5,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,15,30,15.5,ONAS,,,,,,,Rob,
3,E,15,30,15.5,ONAS,,,,,,,Rob,
3,A,16,0,16,ONAS,,,,,,,Rob,
3,B,16,0,16,ONAS,,,,,,,Rob,
3,C,16,0,16,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,16,0,16,ONAS,,,,,,,Rob,
3,E,16,0,16,ONAS,,,,,,,Rob,
3,A,16,30,16.5,ONAS,,,,,,,Rob,
3,B,16,30,16.5,ONAS,,,,,,,Rob,
3,C,16,30,16.5,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,16,30,16.5,ONAS,,,,,,,Rob,
3,E,16,30,16.5,ONAS,,,,,,,Rob,
3,A,17,0,17,ONAS,,,,,,,Rob,
3,B,17,0,17,ONAS,,,,,,,Rob,
3,C,17,0,17,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,17,0,17,ONAS,,,,,,,Rob,
3,E,17,0,17,ONAS,,,,,,,Rob,
3,A,17,30,17.5,ONAS,,,,,,,Rob,
3,B,17,30,17.5,ONAS,,,,,,,Rob,
3,C,17,30,17.5,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,17,30,17.5,ONAS,,,,,,,Rob,
3,E,17,30,17.5,ONAS,,,,,,,Rob,
3,A,18,0,18,ONAS,,,,,,,Rob,
3,B,18,0,18,ONAS,,,,,,,Rob,
3,C,18,0,18,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,18,0,18,ONAS,,,,,,,Rob,
3,E,18,0,18,ONAS,,,,,,,Rob,
3,A,18,30,18.5,ONAS,,,,,,,Rob,
3,B,18,30,18.5,ONAS,,,,,,,Rob,
3,C,18,30,18.5,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,18,30,18.5,ONAS,,,,,,,Rob,
3,E,18,30,18.5,ONAS,,,,,,,Rob,
3,A,19,0,19,ONAS,,,,,,,Rob,
3,B,19,0,19,ONAS,,,,,,,Rob,
3,C,19,0,19,ONAS,0,0,5,Fabric,Sit,,Rob,
3,D,19,0,19,ONAS,,,,,,,Rob,
3,E,19,0,19,ONAS,,,,,,,Rob,
6,A,7,0,7,MEFE,43,12,5,GR,DEAD,,Cerina,
6,B,7,0,7,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,7,0,7,MEFE,81,13,7,GR,Sit,,Cerina,
8,B,7,0,7,MEFE,76,22,4,GR,Sit,,Cerina,
6,A,7,30,7.5,MEFE,,,,,,,Cerina,
6,B,7,30,7.5,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,7,30,7.5,MEFE,81,13,7,GR,Sit,,Cerina,
8,A,7,30,7.5,MEFE,83,32,10,Mesh,Sit,,Cerina,
8,B,7,30,7.5,MEFE,76,22,4,GR,Sit,,Cerina,
6,A,8,0,8,MEFE,,,,,,,Cerina,
6,B,8,0,8,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,8,0,8,MEFE,81,13,7,GR,Eat,,Cerina,
8,B,8,0,8,MEFE,76,22,4,GR,Sit,,Cerina,
6,A,8,30,8.5,MEFE,,,,,,,Cerina,
6,B,8,30,8.5,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,8,30,8.5,MEFE,81,13,7,GR,Eat,,Cerina,
6,A,9,0,9,MEFE,,,,,,,Cerina,
6,B,9,0,9,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,9,0,9,MEFE,81,13,7,GR,Eat,,Cerina,
8,A,9,0,9,MEFE,83,32,10,Mesh,Sit,,Cerina,
8,B,9,0,9,MEFE,78,22,4,GR,Sit,,Cerina,
6,A,9,30,9.5,MEFE,,,,,,,Cerina,
6,B,9,30,9.5,MEFE,83,10,6,Mesh,Sit,,Cerina,
6,C,9,30,9.5,MEFE,,,,,,,Cerina,
8,A,9,30,9.5,MEFE,83,32,10,Mesh,Sit,,Cerina,
6,A,10,0,10,MEFE,,,,,,,Cerina,
6,B,10,0,10,MEFE,83,21,6,Mesh,Sit,,Cerina,
6,C,10,0,10,MEFE,83,2,2,Mesh,Walk,,Cerina,
8,A,10,0,10,MEFE,83,32,10,Mesh,Sit,,Cerina,
8,B,10,0,10,MEFE,77,21,5,GR,Sit,,Cerina,
6,A,10,30,10.5,MEFE,,,,,,,Cerina,
6,B,10,30,10.5,MEFE,83,22,8,Mesh,Walk,,Cerina,
6,C,10,30,10.5,MEFE,83,1,3,Mesh,Walk,,Cerina,
8,A,10,30,10.5,MEFE,80,32,8,Mesh,Walk,,Cerina,
6,A,11,0,11,MEFE,,,,,,,Cerina,
6,B,11,0,11,MEFE,83,27,8,Mesh,Sit,,Cerina,
6,C,11,0,11,MEFE,83,1,12,Mesh,Walk,,Cerina,
8,A,11,0,11,MEFE,78,33,8,Mesh ,Sit,,Cerina,
8,B,11,0,11,MEFE,77,18,13,Mesh,Sit,,Cerina,
6,A,11,30,11.5,MEFE,,,,,,,Cerina,
6,B,11,30,11.5,MEFE,83,27,13,Cage,Walk,,Cerina,
6,C,11,30,11.5,MEFE,64,13,13,GR,Eat,,Cerina,
8,A,11,30,11.5,MEFE,,,,,,,Cerina,
6,A,12,0,12,MEFE,,,,,,,Cerina,
6,B,12,0,12,MEFE,82,34,1,Mesh,Sit,,Cerina,
6,C,12,0,12,MEFE,,,,,,,Cerina,
8,A,12,0,12,MEFE,67,27,0,Cage,Walk,,Cerina,
8,B,12,0,12,MEFE,73,27,17,GR,Eat,,Cerina,
6,A,12,30,12.5,MEFE,,,,,,,Cerina,
6,B,12,30,12.5,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,12,30,12.5,MEFE,,,,,,,Cerina,
8,A,12,30,12.5,MEFE,64,24,9,GR,Walk,,Cerina,
6,A,13,0,13,MEFE,,,,,,,Cerina,
6,B,13,0,13,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,13,0,13,MEFE,,,,,,,Cerina,
8,A,13,0,13,MEFE,53,18,18,Mesh,Sit,,Cerina,
6,A,13,30,13.5,MEFE,,,,,,,Cerina,
6,B,13,30,13.5,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,13,30,13.5,MEFE,,,,,,,Cerina,
8,A,13,30,13.5,MEFE,8,29,21,Mesh,Sit,,Cerina,
6,A,14,0,14,MEFE,,,,,,,Cerina,
6,B,14,0,14,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,14,0,14,MEFE,,,,,,,Cerina,
8,A,14,0,14,MEFE,-11,30,21,Mesh,Sit,,Cerina,
6,A,14,30,14.5,MEFE,,,,,,,Cerina,
6,B,14,30,14.5,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,14,30,14.5,MEFE,,,,,,,Cerina,
8,A,14,30,14.5,MEFE,-11,32,23,Mesh,Walk,,Cerina,
8,B,14,30,14.5,MEFE,11,19,13,GR,Sit,,Cerina,
6,A,15,0,15,MEFE,,,,,,,Cerina,
6,B,15,0,15,MEFE,83,35,5,Mesh,Sit,,Cerina,
6,C,15,0,15,MEFE,,,,,,,Cerina,
8,A,15,0,15,MEFE,-11,32,23,Mesh,Sit,,Cerina,
6,A,15,30,15.5,MEFE,,,,,,,Cerina,
6,B,15,30,15.5,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,15,30,15.5,MEFE,,,,,,,Cerina,
8,A,15,30,15.5,MEFE,-11,32,23,Mesh,Sit,,Cerina,
8,B,15,30,15.5,MEFE,38,22,7,GR,Sit,,Cerina,
6,A,16,0,16,MEFE,,,,,,,Cerina,
6,B,16,0,16,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,16,0,16,MEFE,,,,,,,Cerina,
8,A,16,0,16,MEFE,,,,,,,Cerina,
6,A,16,30,16.5,MEFE,,,,,,,Cerina,
6,B,16,30,16.5,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,16,30,16.5,MEFE,,,,,,,Cerina,
8,A,16,30,16.5,MEFE,48,9,17,GR,Eat,,Cerina,
8,B,16,30,16.5,MEFE,38,22,7,GR,Sit,,Cerina,
6,A,17,0,17,MEFE,,,,,,,Cerina,
6,B,17,0,17,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,17,0,17,MEFE,,,,,,,Cerina,
8,A,17,0,17,MEFE,48,9,17,GR,Sit,,Cerina,
6,A,17,30,17.5,MEFE,,,,,,,Cerina,
6,B,17,30,17.5,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,17,30,17.5,MEFE,,,,,,,Cerina,
8,A,17,30,17.5,MEFE,48,9,17,GR,Sit,,Cerina,
8,B,17,30,17.5,MEFE,37,22,14,Cage,Sit,,Cerina,
8,C,17,30,17.5,MEFE,83,27,3,Mesh,Sit,,Cerina,
6,A,18,0,18,MEFE,,,,,,,Cerina,
6,B,18,0,18,MEFE,83,36,5,Mesh,Sit,,Cerina,
6,C,18,0,18,MEFE,,,,,,,Cerina,
8,A,18,0,18,MEFE,47,5,19,Mesh,Sit,,Cerina,
6,A,18,30,18.5,MEFE,,,,,,,Cerina,
6,B,18,30,18.5,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,18,30,18.5,MEFE,,,,,,,Cerina,
8,A,18,30,18.5,MEFE,49,10,16,GR,Sit,,Cerina,
6,A,19,0,19,MEFE,,,,,,,Cerina,
6,B,19,0,19,MEFE,83,30,10,Mesh,Sit,,Cerina,
6,C,19,0,19,MEFE,,,,,,,Cerina,
8,B,19,0,19,MEFE,49,15,14,Cage,Sit,,Cerina,GrassHopper_exoskeleton
6,A,7,0,7,MEFE,,,,,,,Cerina,
6,B,7,0,7,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,7,0,7,MEFE,65,7,12,GR,DEAD,,Cerina,
8,B,7,0,7,MEFE,,,,,,,Cerina,
6,A,7,30,7.5,MEFE,36,11,6,GR,Sit,,Cerina,
6,B,7,30,7.5,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,7,30,7.5,MEFE,,,,,,,Cerina,
8,A,7,30,7.5,MEFE,67,28,3,GR,Sit,,Cerina,
8,B,7,30,7.5,MEFE,,,,,,,Cerina,
6,A,8,0,8,MEFE,36,11,6,GR,Sit,,Cerina,
6,B,8,0,8,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,8,0,8,MEFE,,,,,,,Cerina,
8,B,8,0,8,MEFE,,,,,,,Cerina,
6,A,8,30,8.5,MEFE,36,11,6,GR,Sit,,Cerina,
6,B,8,30,8.5,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,8,30,8.5,MEFE,,,,,,,Cerina,
6,A,9,0,9,MEFE,38,10,7,GR,Walk,,Cerina,
6,B,9,0,9,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,9,0,9,MEFE,,,,,,,Cerina,
8,A,9,0,9,MEFE,67,28,3,GR,Sit,,Cerina,
8,B,9,0,9,MEFE,,,,,,,Cerina,
6,A,9,30,9.5,MEFE,79,12,2,Cage,Walk,,Cerina,
6,B,9,30,9.5,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,9,30,9.5,MEFE,,,,,,,Cerina,
8,A,9,30,9.5,MEFE,67,28,3,GR,Sit,,Cerina,
6,A,10,0,10,MEFE,83,21,1,Cage,Walk,,Cerina,
6,B,10,0,10,MEFE,83,28,4,Mesh,Sit,,Cerina,
6,C,10,0,10,MEFE,,,,,,,Cerina,
8,A,10,0,10,MEFE,67,28,3,GR,Sit,,Cerina,
8,B,10,0,10,MEFE,,,,,,,Cerina,
6,A,10,30,10.5,MEFE,83,27,1,Mesh,Walk,,Cerina,
6,B,10,30,10.5,MEFE,83,29,6,Mesh,Sit,,Cerina,
6,C,10,30,10.5,MEFE,,,,,,,Cerina,
8,A,10,30,10.5,MEFE,75,29,0,Mesh,Walk,,Cerina,
6,A,11,0,11,MEFE,83,26,5,Mesh,Hop,,Cerina,
6,B,11,0,11,MEFE,83,29,6,Mesh,Sit,,Cerina,
6,C,11,0,11,MEFE,,,,,,,Cerina,
8,A,11,0,11,MEFE,71,26,1,GR,Sit,,Cerina,
8,B,11,0,11,MEFE,3,27,6,Mesh,Sit,,Cerina,
6,A,11,30,11.5,MEFE,77,26,13,Mesh,Walk,,Cerina,
6,B,11,30,11.5,MEFE,83,28,12,Mesh,Walk,,Cerina,
6,C,11,30,11.5,MEFE,,,,,,,Cerina,
8,A,11,30,11.5,MEFE,68,26,4,GR,Sit,,Cerina,
6,A,12,0,12,MEFE,83,27,9,Mesh,Walk,,Cerina,
6,B,12,0,12,MEFE,83,31,4,Mesh,Sit,,Cerina,
6,C,12,0,12,MEFE,,,,,,,Cerina,
8,A,12,0,12,MEFE,,,,,,,Cerina,
8,B,12,0,12,MEFE,,,,,,,Cerina,
6,A,12,30,12.5,MEFE,83,11,8,Cage,Walk,,Cerina,
6,B,12,30,12.5,MEFE,81,31,4,Mesh,Sit,,Cerina,
6,C,12,30,12.5,MEFE,,,,,,,Cerina,
8,A,12,30,12.5,MEFE,-11,23,2,Mesh,DEAD,,Cerina,
6,A,13,0,13,MEFE,83,5,11,Mesh,Walk,,Cerina,
6,B,13,0,13,MEFE,81,31,4,Mesh,Sit,,Cerina,
6,C,13,0,13,MEFE,,,,,,,Cerina,
8,A,13,0,13,MEFE,,,,,,,Cerina,
6,A,13,30,13.5,MEFE,83,7,5,GR,Walk,,Cerina,
6,B,13,30,13.5,MEFE,83,25,8,Mesh,Walk,,Cerina,
6,C,13,30,13.5,MEFE,,,,,,,Cerina,
8,A,13,30,13.5,MEFE,,,,,,,Cerina,
6,A,14,0,14,MEFE,83,18,8,GR,Walk,,Cerina,
6,B,14,0,14,MEFE,83,18,3,Mesh,Sit,,Cerina,
6,C,14,0,14,MEFE,,,,,,,Cerina,
8,A,14,0,14,MEFE,,,,,,,Cerina,
6,A,14,30,14.5,MEFE,83,7,5,Mesh,Sit,,Cerina,
6,B,14,30,14.5,MEFE,83,18,3,Mesh,Sit,,Cerina,
6,C,14,30,14.5,MEFE,,,,,,,Cerina,
8,A,14,30,14.5,MEFE,,,,,,,Cerina,
8,B,14,30,14.5,MEFE,,,,,,,Cerina,
6,A,15,0,15,MEFE,83,10,11,GR,Sit,,Cerina,
6,B,15,0,15,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,15,0,15,MEFE,,,,,,,Cerina,
8,A,15,0,15,MEFE,,,,,,,Cerina,
6,A,15,30,15.5,MEFE,83,13,6,GR,Sit,,Cerina,
6,B,15,30,15.5,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,15,30,15.5,MEFE,,,,,,,Cerina,
8,A,15,30,15.5,MEFE,,,,,,,Cerina,
8,B,15,30,15.5,MEFE,,,,,,,Cerina,
6,A,16,0,16,MEFE,80,12,5,GR,Sit,,Cerina,
6,B,16,0,16,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,16,0,16,MEFE,,,,,,,Cerina,
8,A,16,0,16,MEFE,,,,,,,Cerina,
6,A,16,30,16.5,MEFE,83,7,4,Mesh,Sit,,Cerina,
6,B,16,30,16.5,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,16,30,16.5,MEFE,,,,,,,Cerina,
8,A,16,30,16.5,MEFE,,,,,,,Cerina,
8,B,16,30,16.5,MEFE,,,,,,,Cerina,
6,A,17,0,17,MEFE,82,7,5,GR,Eat,,Cerina,
6,B,17,0,17,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,17,0,17,MEFE,,,,,,,Cerina,
8,A,17,0,17,MEFE,,,,,,,Cerina,
6,A,17,30,17.5,MEFE,82,7,5,GR,Sit,,Cerina,
6,B,17,30,17.5,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,17,30,17.5,MEFE,,,,,,,Cerina,
8,A,17,30,17.5,MEFE,,,,,,,Cerina,
8,B,17,30,17.5,MEFE,,,,,,,Cerina,
8,C,17,30,17.5,MEFE,,,,,,,Cerina,
6,A,18,0,18,MEFE,82,7,5,GR,Sit,,Cerina,
6,B,18,0,18,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,18,0,18,MEFE,,,,,,,Cerina,
8,A,18,0,18,MEFE,,,,,,,Cerina,
6,A,18,30,18.5,MEFE,82,7,5,GR,Sit,,Cerina,
6,B,18,30,18.5,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,18,30,18.5,MEFE,,,,,,,Cerina,
8,A,18,30,18.5,MEFE,,,,,,,Cerina,
6,A,19,0,19,MEFE,82,7,5,GR,Sit,,Cerina,
6,B,19,0,19,MEFE,83,18,1,Mesh,Sit,,Cerina,
6,C,19,0,19,MEFE,,,,,,,Cerina,
8,B,19,0,19,MEFE,,,,,,,Cerina,
6,A,7,0,7,PIMI,,,,,,,Cerina,
6,B,7,0,7,PIMI,,,,,,,Cerina,
6,C,7,0,7,PIMI,,,,,,,Cerina,
8,B,7,0,7,PIMI,,,,,,,Cerina,
6,A,7,30,7.5,PIMI,,,,,,,Cerina,
6,B,7,30,7.5,PIMI,,,,,,,Cerina,
6,C,7,30,7.5,PIMI,,,,,,,Cerina,
8,A,7,30,7.5,PIMI,,,,,,,Cerina,
8,B,7,30,7.5,PIMI,,,,,,,Cerina,
6,A,8,0,8,PIMI,,,,,,,Cerina,
6,B,8,0,8,PIMI,,,,,,,Cerina,
6,C,8,0,8,PIMI,,,,,,,Cerina,
8,B,8,0,8,PIMI,,,,,,,Cerina,
6,A,8,30,8.5,PIMI,,,,,,,Cerina,
6,B,8,30,8.5,PIMI,,,,,,,Cerina,
6,C,8,30,8.5,PIMI,55,14,12,GR,Sit,,Cerina,
6,A,9,0,9,PIMI,,,,,,,Cerina,
6,B,9,0,9,PIMI,,,,,,,Cerina,
6,C,9,0,9,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,9,0,9,PIMI,,,,,,,Cerina,
8,B,9,0,9,PIMI,,,,,,,Cerina,
6,A,9,30,9.5,PIMI,,,,,,,Cerina,
6,B,9,30,9.5,PIMI,,,,,,,Cerina,
6,C,9,30,9.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,9,30,9.5,PIMI,,,,,,,Cerina,
6,A,10,0,10,PIMI,,,,,,,Cerina,
6,B,10,0,10,PIMI,,,,,,,Cerina,
6,C,10,0,10,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,10,0,10,PIMI,,,,,,,Cerina,
8,B,10,0,10,PIMI,,,,,,,Cerina,
6,A,10,30,10.5,PIMI,,,,,,,Cerina,
6,B,10,30,10.5,PIMI,,,,,,,Cerina,
6,C,10,30,10.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,10,30,10.5,PIMI,,,,,,,Cerina,
6,A,11,0,11,PIMI,,,,,,,Cerina,
6,B,11,0,11,PIMI,,,,,,,Cerina,
6,C,11,0,11,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,11,0,11,PIMI,,,,,,,Cerina,
8,B,11,0,11,PIMI,,,,,,,Cerina,
6,A,11,30,11.5,PIMI,,,,,,,Cerina,
6,B,11,30,11.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,11,30,11.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,11,30,11.5,PIMI,,,,,,,Cerina,
6,A,12,0,12,PIMI,,,,,,,Cerina,
6,B,12,0,12,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,12,0,12,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,12,0,12,PIMI,,,,,,,Cerina,
8,B,12,0,12,PIMI,,,,,,,Cerina,
6,A,12,30,12.5,PIMI,,,,,,,Cerina,
6,B,12,30,12.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,12,30,12.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,12,30,12.5,PIMI,,,,,,,Cerina,
6,A,13,0,13,PIMI,,,,,,,Cerina,
6,B,13,0,13,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,13,0,13,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,13,0,13,PIMI,,,,,,,Cerina,
6,A,13,30,13.5,PIMI,,,,,,,Cerina,
6,B,13,30,13.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,13,30,13.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,13,30,13.5,PIMI,,,,,,,Cerina,
6,A,14,0,14,PIMI,,,,,,,Cerina,
6,B,14,0,14,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,14,0,14,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,14,0,14,PIMI,,,,,,,Cerina,
6,A,14,30,14.5,PIMI,,,,,,,Cerina,
6,B,14,30,14.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,14,30,14.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,14,30,14.5,PIMI,,,,,,,Cerina,
8,B,14,30,14.5,PIMI,,,,,,,Cerina,
6,A,15,0,15,PIMI,,,,,,,Cerina,
6,B,15,0,15,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,15,0,15,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,15,0,15,PIMI,,,,,,,Cerina,
6,A,15,30,15.5,PIMI,,,,,,,Cerina,
6,B,15,30,15.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,15,30,15.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,15,30,15.5,PIMI,,,,,,,Cerina,
8,B,15,30,15.5,PIMI,,,,,,,Cerina,
6,A,16,0,16,PIMI,,,,,,,Cerina,
6,B,16,0,16,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,16,0,16,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,16,0,16,PIMI,,,,,,,Cerina,
6,A,16,30,16.5,PIMI,,,,,,,Cerina,
6,B,16,30,16.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,16,30,16.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,16,30,16.5,PIMI,,,,,,,Cerina,
8,B,16,30,16.5,PIMI,,,,,,,Cerina,
6,A,17,0,17,PIMI,,,,,,,Cerina,
6,B,17,0,17,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,17,0,17,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,17,0,17,PIMI,,,,,,,Cerina,
6,A,17,30,17.5,PIMI,,,,,,,Cerina,
6,B,17,30,17.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,17,30,17.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,17,30,17.5,PIMI,,,,,,,Cerina,
8,B,17,30,17.5,PIMI,,,,,,,Cerina,
8,C,17,30,17.5,PIMI,81,7,10,Mesh,Sit,,Cerina,
6,A,18,0,18,PIMI,,,,,,,Cerina,
6,B,18,0,18,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,18,0,18,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,18,0,18,PIMI,,,,,,,Cerina,
6,A,18,30,18.5,PIMI,,,,,,,Cerina,
6,B,18,30,18.5,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,18,30,18.5,PIMI,55,14,12,GR,Sit,,Cerina,
8,A,18,30,18.5,PIMI,,,,,,,Cerina,
6,A,19,0,19,PIMI,,,,,,,Cerina,
6,B,19,0,19,PIMI,25,26,4,GR,Sit,,Cerina,
6,C,19,0,19,PIMI,55,14,12,GR,Sit,,Cerina,
8,B,19,0,19,PIMI,8,3,16,FB,Sit,1,Cerina,
5,A,7,0,7,MEFE,80,24,4,Mesh,Sit,,Hank,
5,B,7,0,7,MEFE,9,8,7,Forb,Sit,,Hank,
5,C,7,0,7,MEFE,,,,,,,Hank,
8,A,7,0,7,MEFE,87,28,7,Mesh,Sit,,Hank,
5,A,7,30,7.5,MEFE,87,28,7,Mesh,Sit,,Hank,
5,B,7,30,7.5,MEFE,9,8,5,Forb,Sit,,Hank,
5,C,7,30,7.5,MEFE,,,,,,,Hank,
8,C,7,30,7.5,MEFE,58,15,7,GR,Sit,,Hank,
5,A,8,0,8,MEFE,80,20,4,Mesh,Sit,,Hank,
5,B,8,0,8,MEFE,12,5,15,Forb,Sit,,Hank,
5,C,8,0,8,MEFE,,,,,,,Hank,
8,C,8,0,8,MEFE,60,15,7,GR,Sit,,Hank,
5,A,8,30,8.5,MEFE,80,20,4,Mesh,Sit,,Hank,
5,B,8,30,8.5,MEFE,12,5,15,Forb,Sit,,Hank,
5,C,8,30,8.5,MEFE,,,,,,,Hank,
8,C,8,30,8.5,MEFE,67,19,7,GR,Sit,,Hank,
5,A,9,0,9,MEFE,80,27,4,Mesh,Sit,,Hank,
5,B,9,0,9,MEFE,20,6,15,Forb,Walk,,Hank,
5,C,9,0,9,MEFE,80,30,12,Mesh,Sit,,Hank,
5,A,9,30,9.5,MEFE,80,27,4,Mesh,Sit,,Hank,
5,B,9,30,9.5,MEFE,79,14,1,Cage,Sit,,Hank,
5,C,9,30,9.5,MEFE,80,30,12,Mesh,Sit,,Hank,
5,A,10,0,10,MEFE,72,13,1,Cage,Sit,,Hank,
5,B,10,0,10,MEFE,47,13,16,Cage,Sit,,Hank,
5,C,10,0,10,MEFE,80,25,5,Mesh,Sit,,Hank,
5,A,10,30,10.5,MEFE,22,10,9,Forb,Sit,,Hank,
5,B,10,30,10.5,MEFE,78,7,4,Mesh,Sit,,Hank,
5,C,10,30,10.5,MEFE,85,21,8,Mesh,Sit,,Hank,
8,B,10,30,10.5,MEFE,82,21,12,Mesh,Sit,,Hank,
5,A,11,0,11,MEFE,9,5,22,Mesh,Sit,,Hank,
