"","Time","Cage","G1V","G1H","G1PL","G1B","G2V","G2H","G2PL","G2B","SPV","SPH","SPPL","SPB","Doy","Observer"
"1610",11.5,5,17,1,"Cage","Sit",7,0,"Cage","Sit",NA,NA,"","",246,"Rob"
"1611",11.5,10,18,6,"Cage","Walk",10,6,"Cage","Walk",NA,NA,"","",246,"Rob"
"1612",11.5,4,18,3,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1613",11.5,9,17,1,"Cage","Sit",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1614",11.5,6,7,6,"Cage","Sit",8,6,"Cage","Sit",3,1,"Herb","Sit",246,"Rob"
"1615",11.5,14,8,0,"Cage","Hop",NA,NA,"","",8,0,"Cage","Sit",246,"Rob"
"1616",11.5,7,18,5,"Cage","Walk",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1617",11.5,11,1,0,"Grass","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1618",11.5,13,18,2,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1619",11.5,8,18,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1620",11.5,15,18,5,"Cage","Sit",18,6,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1621",12,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1622",12,5,17,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1623",12,8,18,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1624",12,4,18,5,"Cage","Sit",6,2,"Grass","Eat",NA,NA,"","",246,"Rob"
"1625",12,3,18,6,"Cage","Sit",16,2,"Cage","Sit",NA,NA,"","",246,"Rob"
"1626",12,12,10,6,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",246,"Rob"
"1627",12,1,18,4,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1628",12,10,18,6,"Cage","Sit",18,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1629",12,9,18,0,"Cage","Sit",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1630",12,6,9,6,"Cage","Sit",11,6,"Cage","Sit",2,1,"Herb","Sit",246,"Rob"
"1631",12,14,NA,NA,"","",NA,NA,"","",8,0,"Cage","Sit",246,"Rob"
"1632",12,7,18,2,"Cage","Walk",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1633",12,11,NA,NA,"","",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1634",12,13,18,2,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1635",12,15,18,6,"Cage","Sit",5,6,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1636",12.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1637",12.5,6,18,3,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1638",12.5,3,11,4,"GR","Sit",4,2,"Grass","Sit",NA,NA,"","",246,"Rob"
"1639",12.5,5,17,1,"Cage","Sit",8,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1640",12.5,12,18,1,"Cage","Walk",10,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1641",12.5,1,18,4,"Cage","Walk",14,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1642",12.5,10,18,1,"Cage","Sit",15,2,"Cage","Walk",NA,NA,"","",246,"Rob"
"1643",12.5,4,18,5,"Cage","Sit",16,4,"Cage","Sit",NA,NA,"","",246,"Rob"
"1644",12.5,9,16,4,"Cage","Sit",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1645",12.5,14,3,2,"Grass","Hop",NA,NA,"","",8,0,"Cage","Sit",246,"Rob"
"1646",12.5,7,18,2,"Cage","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1647",12.5,11,2,5,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1648",12.5,15,16,5,"Cage","Sit",NA,NA,"","",17,4,"Cage","Sit",246,"Rob"
"1649",12.5,13,18,3,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1650",12.5,8,18,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1651",13,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1652",13,10,18,4,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1653",13,3,18,6,"Cage","Sit",2,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1654",13,1,17,5,"Cage","Walk",11,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1655",13,5,17,1,"Cage","Sit",18,4,"Cage","Sit",NA,NA,"","",246,"Rob"
"1656",13,4,18,5,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1657",13,9,18,1,"Cage","Walk",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1658",13,6,18,1,"Cage","Sit",16,6,"Cage","Walk",2,1,"Herb","Sit",246,"Rob"
"1659",13,14,2,1,"Grass","Eat",11,3,"GR","Eat",7,0,"Cage","Sit",246,"Rob"
"1660",13,7,17,1,"GR","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1661",13,11,6,6,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1662",13,8,13,2,"QAL","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1663",13,13,18,0,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1664",13,15,18,1,"Cage","Walk",17,5,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1665",13,12,9,3,"GR","Walk",6,1,"Cage","Walk",18,0,"Cage","Sit",246,"Rob"
"1666",13.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1667",13.5,3,5,2,"Grass","Hop",NA,NA,"","",NA,NA,"","",246,"Rob"
"1668",13.5,6,16,2,"Cage","Sit",17,6,"Cage","Sit",2,1,"Herb","Sit",246,"Rob"
"1669",13.5,1,17,5,"Cage","Sit",17,5,"Cage","Walk",NA,NA,"","",246,"Rob"
"1670",13.5,4,18,5,"Cage","Sit",18,4,"Cage","Sit",NA,NA,"","",246,"Rob"
"1671",13.5,10,18,1,"Cage","Walk",18,3,"Cage","Walk",NA,NA,"","",246,"Rob"
"1672",13.5,9,18,3,"Cage","Sit",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1673",13.5,5,17,1,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1674",13.5,14,17,3,"Cage","Sit",NA,NA,"","",7,0,"Cage","Sit",246,"Rob"
"1675",13.5,7,18,5,"Cage","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1676",13.5,11,11,6,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1677",13.5,8,11,2,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1678",13.5,13,15,0,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1679",13.5,15,18,5,"Cage","Sit",18,6,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1680",13.5,12,18,3,"Cage","Walk",5,5,"Grass","Sit",18,0,"Cage","Sit",246,"Rob"
"1681",14,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1682",14,3,18,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1683",14,1,11,1,"Cage","Sit",8,2,"Cage","Walk",NA,NA,"","",246,"Rob"
"1684",14,5,10,1,"Cage","Hop",17,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1685",14,10,18,0,"Cage","Walk",17,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1686",14,4,18,4,"Cage","Sit",18,4,"Cage","Sit",NA,NA,"","",246,"Rob"
"1687",14,6,18,5,"Cage","Sit",NA,NA,"","",2,1,"Herb","Sit",246,"Rob"
"1688",14,9,18,3,"Cage","Sit",NA,NA,"","",3,5,"Cage","Sit",246,"Rob"
"1689",14,14,17,1,"Cage","Sit",NA,NA,"","",7,0,"Cage","Sit",246,"Rob"
"1690",14,7,18,5,"Cage","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1691",14,11,13,6,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1692",14,8,14,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1693",14,13,16,1,"Cage","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1694",14,15,18,2,"Cage","Sit",18,3,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1695",14,12,5,4,"Cage","Sit",18,0,"Cage","Sit",18,0,"Cage","Sit",246,"Rob"
"1696",14.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1697",14.5,3,5,4,"GR","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1698",14.5,4,18,3,"Cage","Sit",6,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1699",14.5,10,17,1,"Cage","Walk",16,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1700",14.5,5,18,2,"Cage","Sit",17,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1701",14.5,1,18,4,"Cage","Sit",18,5,"Cage","Walk",NA,NA,"","",246,"Rob"
"1702",14.5,9,18,3,"Cage","Sit",NA,NA,"","",2,5,"Cage","Sit",246,"Rob"
"1703",14.5,6,17,0,"Cage","Walk",NA,NA,"","",3,1,"Herb","Sit",246,"Rob"
"1704",14.5,14,10,2,"GR","Eat",NA,NA,"","",7,0,"Cage","Sit",246,"Rob"
"1705",14.5,7,18,1,"Cage","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1706",14.5,13,12,1,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1707",14.5,11,13,6,"Cage","Molt",NA,NA,"","",17,6,"Cage","Attack",246,"Rob"
"1708",14.5,8,14,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1709",14.5,15,4,2,"Cage","Walk",18,0,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1710",14.5,12,7,4,"Cage","Walk",18,1,"Cage","Sit",17,0,"Cage","Sit",246,"Rob"
"1711",15,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1712",15,1,7,2,"GR","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1713",15,3,6,2,"Cage","Sit",3,1,"Grass","Hop",NA,NA,"","",246,"Rob"
"1714",15,4,18,3,"Cage","Sit",9,3,"GR","Hop",NA,NA,"","",246,"Rob"
"1715",15,5,17,1,"Cage","Sit",16,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1716",15,10,18,1,"Cage","Walk",18,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1717",15,6,18,1,"Cage","Sit",18,3,"Cage","Sit",3,1,"Herb","Sit",246,"Rob"
"1718",15,14,18,1,"Cage","Walk",NA,NA,"","",7,0,"Cage","Sit",246,"Rob"
"1719",15,9,18,3,"Cage","Sit",NA,NA,"","",13,2,"Cage","Sit",246,"Rob"
"1720",15,7,18,2,"Cage","Sit",NA,NA,"","",15,0,"Cage","Sit",246,"Rob"
"1721",15,11,14,6,"Cage","Walk",NA,NA,"","",17,5,"Cage","Eat",246,"Rob"
"1722",15,8,14,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1723",15,13,15,0,"Grass","Eat",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1724",15,15,18,1,"Cage","Sit",1,0,"Cage","Hop",17,4,"Cage","Sit",246,"Rob"
"1725",15,12,18,1,"Cage","Walk",18,3,"Cage","Sit",18,0,"Cage","Sit",246,"Rob"
"1726",15.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1727",15.5,3,10,2,"Cage","Hop",NA,NA,"","",NA,NA,"","",246,"Rob"
"1728",15.5,1,14,1,"Cage","Hop",7,1,"GR","Eat",NA,NA,"","",246,"Rob"
"1729",15.5,4,18,2,"Cage","Sit",16,3,"Cage","Sit",NA,NA,"","",246,"Rob"
"1730",15.5,10,16,1,"Cage","Sit",17,2,"Cage","Sit",NA,NA,"","",246,"Rob"
"1731",15.5,5,17,1,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",246,"Rob"
"1732",15.5,14,18,0,"Cage","Sit",18,1,"Cage","Sit",7,0,"Cage","Sit",246,"Rob"
"1733",15.5,7,17,1,"GR","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1734",15.5,8,14,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1735",15.5,11,15,6,"Cage","Sit",NA,NA,"","",17,5,"Cage","Eat",246,"Rob"
"1736",15.5,13,17,1,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1737",15.5,9,18,3,"Cage","Sit",NA,NA,"","",17,2,"Cage","Sit",246,"Rob"
"1738",15.5,15,18,1,"Cage","Sit",5,0,"Cage","Hop",17,4,"Cage","Sit",246,"Rob"
"1739",15.5,6,18,1,"Cage","Sit",18,3,"Cage","Sit",17,2,"Cage","Sit",246,"Rob"
"1740",15.5,12,9,3,"GR","Walk",NA,NA,"","",18,0,"Cage","Sit",246,"Rob"
"1741",16,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1742",16,3,3,2,"Herb","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1743",16,1,18,0,"Cage","Sit",12,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1744",16,10,11,2,"GR","Sit",14,1,"GR","Eat",NA,NA,"","",246,"Rob"
"1745",16,5,3,2,"Grass","Hop",17,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1746",16,4,14,0,"Cage","Sit",18,2,"Cage","Sit",NA,NA,"","",246,"Rob"
"1747",16,14,16,0,"Cage","Sit",18,1,"Cage","Sit",7,0,"Cage","Sit",246,"Rob"
"1748",16,6,18,3,"Cage","Sit",4,2,"Grass","Eat",9,0,"Cage","Sit",246,"Rob"
"1749",16,7,18,5,"Cage","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1750",16,12,8,2,"Cage","Sit",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1751",16,13,8,2,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1752",16,8,10,1,"GR","Walk",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1753",16,11,18,3,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1754",16,9,18,3,"Cage","Sit",NA,NA,"","",17,2,"Cage","Sit",246,"Rob"
"1755",16,15,14,2,"Cage","Sit",9,3,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1756",16.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1757",16.5,3,5,2,"Grass","Hop",NA,NA,"","",NA,NA,"","",246,"Rob"
"1758",16.5,4,18,2,"Cage","Sit",7,4,"GR","Eat",NA,NA,"","",246,"Rob"
"1759",16.5,5,18,1,"Cage","Sit",7,5,"Grass","Hop",NA,NA,"","",246,"Rob"
"1760",16.5,10,5,5,"Cage","Hop",16,1,"Cage","Sit",NA,NA,"","",246,"Rob"
"1761",16.5,1,12,1,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",246,"Rob"
"1762",16.5,6,18,3,"Cage","Sit",5,2,"Cage","Sit",5,0,"Cage","Sit",246,"Rob"
"1763",16.5,14,18,0,"Cage","Sit",15,3,"GR","Walk",7,0,"Cage","Sit",246,"Rob"
"1764",16.5,7,18,5,"Cage","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1765",16.5,13,4,2,"Grass","Walk",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1766",16.5,8,11,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1767",16.5,11,18,3,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1768",16.5,9,18,3,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",246,"Rob"
"1769",16.5,15,6,3,"GR","Walk",9,2,"Cage","Sit",17,4,"Cage","Sit",246,"Rob"
"1770",16.5,12,4,2,"Cage","Sit",8,2,"Cage","Sit",18,0,"Cage","Sit",246,"Rob"
"1771",17,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1772",17,3,4,2,"Grass","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1773",17,10,16,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1774",17,4,18,2,"Cage","Sit",7,4,"Cage","Sit",NA,NA,"","",246,"Rob"
"1775",17,1,18,0,"Cage","Sit",11,1,"GR","Eat",NA,NA,"","",246,"Rob"
"1776",17,5,14,3,"Cage","Sit",17,1,"Cage","Molt",NA,NA,"","",246,"Rob"
"1777",17,14,18,1,"Cage","Sit",10,2,"GR","Sit",7,0,"Cage","Sit",246,"Rob"
"1778",17,7,18,5,"Cage","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1779",17,13,7,2,"Grass","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1780",17,8,11,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1781",17,11,18,3,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1782",17,9,18,3,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",246,"Rob"
"1783",17,15,7,4,"Cage","Sit",7,3,"GR","Eat",17,4,"Cage","Sit",246,"Rob"
"1784",17,12,4,2,"Cage","Sit",8,2,"Cage","Sit",17,0,"Cage","Sit",246,"Rob"
"1785",17,6,13,2,"Cage","Sit",18,2,"Cage","Sit",17,0,"Cage","Sit",246,"Rob"
"1786",17.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1787",17.5,9,13,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1788",17.5,10,16,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1789",17.5,3,11,4,"GR","Sit",6,2,"Cage","Hop",NA,NA,"","",246,"Rob"
"1790",17.5,1,11,1,"GR","Sit",7,2,"GR","Sit",NA,NA,"","",246,"Rob"
"1791",17.5,4,18,2,"Cage","Sit",7,4,"GR","Sit",NA,NA,"","",246,"Rob"
"1792",17.5,5,14,3,"Cage","Sit",17,3,"Cage","Sit",NA,NA,"","",246,"Rob"
"1793",17.5,14,18,1,"Cage","Sit",NA,NA,"","",7,0,"Cage","Sit",246,"Rob"
"1794",17.5,7,18,4,"Cage","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1795",17.5,8,10,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1796",17.5,11,17,3,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1797",17.5,12,8,2,"Cage","Sit",3,1,"Cage","Sit",17,0,"Cage","Sit",246,"Rob"
"1798",17.5,15,8,3,"GR","Sit",8,5,"Cage","Hop",17,4,"Cage","Sit",246,"Rob"
"1799",17.5,6,14,0,"Cage","Sit",18,2,"Cage","Sit",17,0,"Cage","Sit",246,"Rob"
"1800",17.5,13,7,2,"Grass","Sit",NA,NA,"","",18,6,"Cage","Sit",246,"Rob"
"1801",18,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1802",18,3,12,4,"GR","Eat",NA,NA,"","",NA,NA,"","",246,"Rob"
"1803",18,9,14,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1804",18,1,12,0,"Cage","Sit",6,2,"GR","Sit",NA,NA,"","",246,"Rob"
"1805",18,10,16,1,"Cage","Sit",6,5,"Cage","Walk",NA,NA,"","",246,"Rob"
"1806",18,4,18,2,"Cage","Sit",8,4,"GR","Sit",NA,NA,"","",246,"Rob"
"1807",18,5,18,2,"Cage","Sit",10,2,"Cage","Sit",NA,NA,"","",246,"Rob"
"1808",18,7,17,1,"GR","Eat",NA,NA,"","",13,0,"Cage","Sit",246,"Rob"
"1809",18,13,7,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1810",18,12,8,2,"Cage","Sit",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1811",18,8,10,1,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1812",18,6,14,0,"Cage","Sit",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1813",18,11,18,3,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1814",18,15,6,3,"GR","Sit",8,3,"GR","Sit",17,4,"Cage","Sit",246,"Rob"
"1815",18,14,14,3,"GR","Walk",10,2,"GR","Sit",17,2,"Cage","Sit",246,"Rob"
"1816",18.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1817",18.5,9,14,1,"Cage","Walk",NA,NA,"","",NA,NA,"","",246,"Rob"
"1818",18.5,3,15,2,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1819",18.5,10,16,2,"GR","Eat",NA,NA,"","",NA,NA,"","",246,"Rob"
"1820",18.5,1,12,0,"Cage","Sit",6,2,"GR","Sit",NA,NA,"","",246,"Rob"
"1821",18.5,4,18,3,"Cage","Walk",7,4,"GR","Eat",NA,NA,"","",246,"Rob"
"1822",18.5,5,18,2,"Cage","Sit",9,4,"GR","Eat",NA,NA,"","",246,"Rob"
"1823",18.5,6,13,0,"Cage","Sit",18,2,"Cage","Sit",12,0,"Cage","Sit",246,"Rob"
"1824",18.5,7,17,1,"Cage","Sit",NA,NA,"","",14,0,"Cage","Sit",246,"Rob"
"1825",18.5,14,9,2,"GR","Sit",10,2,"GR","Sit",16,0,"Cage","Sit",246,"Rob"
"1826",18.5,12,7,3,"GR","Sit",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1827",18.5,13,7,1,"GR","Eat",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1828",18.5,8,10,0,"Cage","Walk",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1829",18.5,11,17,3,"Cage","Sit",NA,NA,"","",17,5,"Cage","Sit",246,"Rob"
"1830",18.5,15,6,3,"GR","Eat",7,3,"GR","Sit",17,4,"Cage","Sit",246,"Rob"
"1831",19,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",246,"Rob"
"1832",19,9,13,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",246,"Rob"
"1833",19,3,16,5,"Cage","Walk",NA,NA,"","",NA,NA,"","",246,"Rob"
"1834",19,10,16,2,"GR","Eat",8,5,"Cage","Sit",NA,NA,"","",246,"Rob"
"1835",19,4,18,2,"Cage","Sit",8,4,"GR","Sit",NA,NA,"","",246,"Rob"
"1836",19,5,18,3,"Cage","Sit",10,6,"Cage","Sit",NA,NA,"","",246,"Rob"
"1837",19,1,8,0,"Grass","Eat",12,0,"Cage","Sit",NA,NA,"","",246,"Rob"
"1838",19,14,9,3,"Grass","Eat",10,2,"GR","Eat",16,0,"Cage","Sit",246,"Rob"
"1839",19,12,7,3,"GR","Eat",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1840",19,13,7,1,"GR","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1841",19,8,10,0,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1842",19,11,17,3,"Cage","Sit",NA,NA,"","",17,6,"Cage","Sit",246,"Rob"
"1843",19,7,17,1,"Cage","Sit",NA,NA,"","",17,0,"Cage","Sit",246,"Rob"
"1844",19,15,10,3,"GR","Walk",8,3,"GR","Eat",17,4,"Cage","Sit",246,"Rob"
"1845",19,6,18,2,"Cage","Sit",9,3,"GR","Sit",17,0,"Cage","Walk",246,"Rob"
