"","Time","Cage","G1V","G1H","G1PL","G1B","G2V","G2H","G2PL","G2B","SPV","SPH","SPPL","SPB","Doy","Observer"
"1",8,7,4,2,"GR","",NA,NA,"","",NA,NA,"","",217,"Rob"
"2",8,15,11,2,"Cage","",NA,NA,"","",NA,NA,"","",217,"Rob"
"3",8,4,4,3,"Cage","",4,4,"Grass","",NA,NA,"","",217,"Rob"
"4",8,3,7,5,"Cage","",5,5,"Grass","",NA,NA,"","",217,"Rob"
"5",8,5,18,5,"Cage","",7,3,"Cage","",NA,NA,"","",217,"Rob"
"6",8,13,18,5,"Cage","",10,1,"Grass","Eat",NA,NA,"","",217,"Rob"
"7",8,1,17,0,"Cage","",17,1,"Cage","",NA,NA,"","",217,"Rob"
"8",8,2,17,0,"Cage","",18,3,"Cage","",NA,NA,"","",217,"Rob"
"9",8,10,18,1,"Cage","",18,5,"Cage","",NA,NA,"","",217,"Rob"
"10",8,11,17,0,"Cage","",5,4,"Grass","",7,3,"","Sit",217,"Rob"
"11",8,14,6,2,"Cage","",NA,NA,"","",17,4,"","Sit",217,"Rob"
"12",8,6,8,3,"Grass","",NA,NA,"","",17,3,"","Sit",217,"Rob"
"13",8,9,12,1,"Cage","",NA,NA,"","",17,1,"","Sit",217,"Rob"
"14",8,12,8,3,"Grass","",5,3,"Grass","",17,0,"","Sit",217,"Rob"
"15",8,8,5,0,"Cage","",8,3,"Cage","",17,3,"","Sit",217,"Rob"
"16",8.5,7,5,2,"GR","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"17",8.5,3,6,6,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"18",8.5,15,17,1,"Cage","Walk",NA,NA,"","",NA,NA,"","",217,"Rob"
"19",8.5,4,13,6,"Cage","Sit",4,4,"GR","Sit",NA,NA,"","",217,"Rob"
"20",8.5,1,7,4,"Cage","Sit",7,3,"GR","Eat",NA,NA,"","",217,"Rob"
"21",8.5,10,14,1,"Cage","Sit",8,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"22",8.5,5,15,4,"Cage","Sit",8,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"23",8.5,2,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"24",8.5,13,18,6,"Cage","Sit",18,6,"Cage","Sit",NA,NA,"","",217,"Rob"
"25",8.5,11,NA,NA,"","",NA,NA,"","",7,3,"Grass","Sit",217,"Rob"
"26",8.5,14,6,4,"Clover","Sit",NA,NA,"","",17,4,"Cage","Sit",217,"Rob"
"27",8.5,8,8,3,"Cage","Sit",NA,NA,"","",17,3,"Cage","Sit",217,"Rob"
"28",8.5,6,17,3,"Cage","Sit",9,3,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"29",8.5,12,3,0,"Cage","Hop",11,3,"GR","Sit",17,0,"Cage","Sit",217,"Rob"
"30",8.5,9,2,6,"Grass","Sit",14,2,"Cage","Sit",17,1,"Cage","Sit",217,"Rob"
"31",9,7,18,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"32",9,3,6,5,"Cage","Sit",4,3,"Cage","Sit",NA,NA,"","",217,"Rob"
"33",9,4,18,2,"Cage","Sit",4,4,"GR","Sit",NA,NA,"","",217,"Rob"
"34",9,5,6,3,"Grass","Sit",7,2,"GR","Sit",NA,NA,"","",217,"Rob"
"35",9,1,9,4,"Cage","Sit",7,4,"GR","Sit",NA,NA,"","",217,"Rob"
"36",9,15,17,5,"Cage","Walk",11,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"37",9,13,17,5,"Cage","Sit",17,6,"Cage","Sit",NA,NA,"","",217,"Rob"
"38",9,2,17,0,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"39",9,10,15,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"40",9,11,17,4,"Cage","Sit",NA,NA,"","",7,6,"Cage","Sit",217,"Rob"
"41",9,9,14,2,"Cage","Sit",4,3,"Grass","Sit",17,1,"Cage","Sit",217,"Rob"
"42",9,14,16,4,"Cage","Sit",6,2,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"43",9,8,12,1,"Cage","Sit",7,1,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"44",9,6,15,2,"Cage","Sit",9,3,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"45",9,12,4,2,"Cage","Hop",11,3,"GR","Sit",17,0,"Cage","Sit",217,"Rob"
"46",9.5,12,6,6,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"47",9.5,4,17,1,"Cage","Walk",NA,NA,"","",NA,NA,"","",217,"Rob"
"48",9.5,3,6,1,"Grass","Sit",6,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"49",9.5,5,7,3,"GR","Sit",6,2,"Grass","Hop",NA,NA,"","",217,"Rob"
"50",9.5,1,17,1,"Cage","Sit",8,3,"Grass","Sit",NA,NA,"","",217,"Rob"
"51",9.5,15,17,2,"Cage","Sit",10,2,"Cage","Walk",NA,NA,"","",217,"Rob"
"52",9.5,2,16,2,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"53",9.5,13,17,0,"Cage","Sit",18,6,"Cage","Sit",NA,NA,"","",217,"Rob"
"54",9.5,10,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"55",9.5,11,9,2,"GR","Sit",NA,NA,"","",3,5,"Grass","Sit",217,"Rob"
"56",9.5,9,18,5,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",217,"Rob"
"57",9.5,8,18,1,"Cage","Sit",3,5,"Grass","Sit",17,3,"Cage","Sit",217,"Rob"
"58",9.5,14,16,2,"Cage","Sit",8,2,"Grass","Sit",17,4,"Cage","Sit",217,"Rob"
"59",9.5,6,16,0,"Cage","Walk",9,1,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"60",9.5,7,13,2,"Cage","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"61",10,5,7,3,"GR","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"62",10,2,18,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"63",10,1,NA,NA,"","",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"64",10,4,8,3,"Cage","Sit",17,0,"Cage","Walk",NA,NA,"","",217,"Rob"
"65",10,15,18,5,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"66",10,3,14,1,"Cage","Sit",18,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"67",10,13,17,5,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"68",10,10,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"69",10,11,9,2,"Cage","Walk",NA,NA,"","",3,5,"Grass","Sit",217,"Rob"
"70",10,9,11,2,"Cage","Walk",NA,NA,"","",17,1,"Cage","Sit",217,"Rob"
"71",10,12,11,3,"GR","Sit",2,1,"Cage","Sit",17,0,"Cage","Sit",217,"Rob"
"72",10,8,17,1,"QAL","Sit",6,3,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"73",10,14,12,2,"Cage","Walk",9,3,"Grass","Feed",17,3,"Cage","Sit",217,"Rob"
"74",10,6,18,1,"Cage","Walk",11,0,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"75",10,7,4,3,"Grass","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"76",10.5,5,9,2,"Grass","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"77",10.5,2,17,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"78",10.5,3,18,4,"Cage","Walk",NA,NA,"","",NA,NA,"","",217,"Rob"
"79",10.5,1,17,0,"Cage","Sit",6,4,"GR","Sit",NA,NA,"","",217,"Rob"
"80",10.5,4,14,3,"Cage","Sit",10,3,"GR","Sit",NA,NA,"","",217,"Rob"
"81",10.5,15,17,4,"Cage","Walk",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"82",10.5,10,17,0,"Cage","Sit",18,3,"Cage","Sit",NA,NA,"","",217,"Rob"
"83",10.5,13,18,4,"Cage","Sit",18,6,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"84",10.5,11,17,3,"Cage","Sit",NA,NA,"","",3,5,"Grass","Sit",217,"Rob"
"85",10.5,12,12,3,"GR","Sit",4,1,"Grass","Hop",17,0,"Cage","Sit",217,"Rob"
"86",10.5,6,15,0,"Cage","Walk",10,0,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"87",10.5,14,18,4,"Cage","Sit",11,2,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"88",10.5,8,17,1,"QAL","Sit",16,1,"QAL","Eat",17,3,"Cage","Sit",217,"Rob"
"89",10.5,7,NA,NA,"","",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"90",10.5,9,18,5,"Cage","Walk",17,6,"Cage","Sit",18,1,"Cage","Sit",217,"Rob"
"91",11,2,18,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"92",11,1,17,0,"Cage","Sit",6,3,"Grass","Eat",NA,NA,"","",217,"Rob"
"93",11,5,9,2,"Grass","Sit",10,3,"Cage","Sit",NA,NA,"","",217,"Rob"
"94",11,4,17,0,"Cage","Walk",10,2,"Cage","Walk",NA,NA,"","",217,"Rob"
"95",11,3,10,1,"Cage","Walk",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"96",11,15,16,0,"Cage","Walk",17,5,"Cage","Walk",NA,NA,"","",217,"Rob"
"97",11,10,18,1,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"98",11,13,18,4,"Cage","Walk",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"99",11,11,17,0,"Cage","Sit",7,2,"Cage","Walk",3,5,"Grass","Sit",217,"Rob"
"100",11,12,11,2,"GR","Sit",NA,NA,"","",17,0,"Cage","Sit",217,"Rob"
"101",11,6,18,0,"Cage","Walk",11,0,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"102",11,14,18,5,"Cage","Walk",14,3,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"103",11,8,17,6,"Cage","Sit",18,6,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"104",11,7,NA,NA,"","",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"105",11,9,17,4,"Cage","Sit",14,1,"GR","Eat",18,1,"Cage","Sit",217,"Rob"
"106",11.5,4,10,3,"GR","Sit",4,2,"Herb","Eat",NA,NA,"","",217,"Rob"
"107",11.5,2,2,1,"GR","Sit",5,2,"Grass","Hop",NA,NA,"","",217,"Rob"
"108",11.5,3,8,5,"Cage","Walk",6,2,"GR","Eat",NA,NA,"","",217,"Rob"
"109",11.5,5,18,1,"Cage","Sit",10,3,"Cage","Sit",NA,NA,"","",217,"Rob"
"110",11.5,1,17,0,"Cage","Walk",17,0,"Cage","Walk",NA,NA,"","",217,"Rob"
"111",11.5,15,18,1,"Cage","Walk",18,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"112",11.5,10,18,0,"Cage","Sit",18,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"113",11.5,13,18,0,"Cage","Walk",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"114",11.5,11,17,0,"Cage","Sit",4,4,"Herb","Sit",3,5,"Grass","Sit",217,"Rob"
"115",11.5,12,18,0,"Cage","Walk",NA,NA,"","",7,6,"Cage","Walk",217,"Rob"
"116",11.5,6,11,0,"Cage","Sit",16,0,"Cage","Walk",17,2,"Cage","Sit",217,"Rob"
"117",11.5,14,17,2,"Cage","Sit",18,6,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"118",11.5,8,18,4,"Cage","Sit",18,6,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"119",11.5,7,8,0,"Cage","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"120",11.5,9,17,4,"Cage","Sit",18,4,"Cage","Walk",18,1,"Cage","Sit",217,"Rob"
"121",12,2,2,1,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"122",12,4,14,1,"Cage","Walk",4,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"123",12,15,17,2,"Cage","Sit",17,3,"Cage","Sit",NA,NA,"","",217,"Rob"
"124",12,1,17,0,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"125",12,10,16,0,"Cage","Sit",18,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"126",12,3,17,1,"Cage","Walk",18,1,"Cage","Walk",NA,NA,"","",217,"Rob"
"127",12,5,18,1,"Cage","Sit",18,4,"Cage","Walk",NA,NA,"","",217,"Rob"
"128",12,11,18,1,"Cage","Sit",5,4,"Grass","Sit",2,5,"Grass","Sit",217,"Rob"
"129",12,13,17,5,"Cage","Sit",18,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"130",12,12,NA,NA,"","",NA,NA,"","",3,0,"Cage","Sit",217,"Rob"
"131",12,14,16,2,"Cage","Sit",8,3,"GR","Hop",17,3,"Cage","Sit",217,"Rob"
"132",12,6,16,0,"Cage","Sit",11,0,"Cage","Sit",17,2,"Cage","Sit",217,"Rob"
"133",12,9,17,4,"Cage","Sit",18,0,"Cage","Hop",17,1,"Cage","Sit",217,"Rob"
"134",12,8,18,5,"Cage","Walk",18,6,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"135",12,7,NA,NA,"","",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"136",12.5,2,NA,NA,"","",NA,NA,"","",NA,NA,"","",217,"Rob"
"137",12.5,4,18,0,"Cage","Sit",3,2,"Herb","Sit",NA,NA,"","",217,"Rob"
"138",12.5,10,17,0,"Cage","Sit",16,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"139",12.5,1,17,3,"Cage","Walk",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"140",12.5,3,17,0,"Cage","Walk",17,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"141",12.5,15,16,2,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"142",12.5,5,18,1,"Cage","Sit",18,5,"Cage","Walk",NA,NA,"","",217,"Rob"
"143",12.5,13,18,5,"Cage","Sit",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"144",12.5,12,7,6,"Cage","Walk",NA,NA,"","",3,0,"Cage","Sit",217,"Rob"
"145",12.5,11,18,1,"Cage","Sit",9,4,"Cage","Walk",3,5,"Grass","Sit",217,"Rob"
"146",12.5,9,18,5,"Cage","Walk",NA,NA,"","",17,1,"Cage","Sit",217,"Rob"
"147",12.5,6,11,0,"Cage","Molt",7,0,"Cage","Walk",17,2,"Cage","Sit",217,"Rob"
"148",12.5,14,18,1,"Cage","Walk",16,2,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"149",12.5,8,18,5,"Cage","Walk",18,5,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"150",12.5,7,4,3,"Grass","Eat",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"151",13,2,4,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",217,"Rob"
"152",13,15,17,4,"Cage","Walk",6,3,"GR","Sit",NA,NA,"","",217,"Rob"
"153",13,1,18,1,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"154",13,10,17,0,"Cage","Sit",18,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"155",13,5,18,3,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"156",13,3,18,1,"Cage","Walk",18,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"157",13,4,18,0,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"158",13,13,17,5,"Cage","Sit",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"159",13,12,5,2,"Cage","Sit",7,4,"Cage","Sit",3,0,"Cage","Sit",217,"Rob"
"160",13,11,18,1,"Cage","Sit",14,5,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"161",13,9,18,6,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",217,"Rob"
"162",13,6,17,0,"Cage","Walk",11,0,"Cage","Walk",17,2,"Cage","Sit",217,"Rob"
"163",13,14,17,6,"Cage","Sit",17,6,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"164",13,8,18,5,"Cage","Sit",18,5,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"165",13,7,4,1,"GR","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"166",13.5,3,11,2,"GR","Sit",4,3,"Grass","Sit",NA,NA,"","",217,"Rob"
"167",13.5,12,18,0,"Cage","Walk",7,3,"GR","Walk",NA,NA,"","",217,"Rob"
"168",13.5,15,18,5,"Cage","Sit",11,3,"GR","Sit",NA,NA,"","",217,"Rob"
"169",13.5,10,17,0,"Cage","Sit",15,2,"GR","Sit",NA,NA,"","",217,"Rob"
"170",13.5,2,14,0,"Cage","Walk",17,0,"Cage","Walk",NA,NA,"","",217,"Rob"
"171",13.5,4,18,2,"Cage","Sit",17,0,"Cage","Walk",NA,NA,"","",217,"Rob"
"172",13.5,1,17,1,"Cage","Walk",18,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"173",13.5,5,18,3,"Cage","Walk",18,4,"Cage","Walk",NA,NA,"","",217,"Rob"
"174",13.5,13,17,5,"Cage","Walk",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"175",13.5,11,18,5,"Cage","Walk",18,1,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"176",13.5,9,17,4,"Cage","Walk",8,0,"Cage","Walk",17,1,"Cage","Sit",217,"Rob"
"177",13.5,14,17,5,"Cage","Sit",13,4,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"178",13.5,8,18,4,"Cage","Sit",14,3,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"179",13.5,6,14,0,"Cage","Sit",18,1,"Cage","Walk",17,2,"Cage","Sit",217,"Rob"
"180",13.5,7,6,2,"GR","Walk",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"181",14,10,18,1,"Cage","Sit",16,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"182",14,1,17,1,"Cage","Walk",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"183",14,2,18,1,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"184",14,12,18,0,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"185",14,3,17,0,"Cage","Walk",18,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"186",14,5,18,5,"Cage","Sit",18,5,"Cage","Walk",NA,NA,"","",217,"Rob"
"187",14,15,18,3,"Cage","Walk",18,6,"Cage","Walk",NA,NA,"","",217,"Rob"
"188",14,4,18,0,"Cage","Sit",18,3,"Cage","Walk",NA,NA,"","",217,"Rob"
"189",14,13,17,6,"Cage","Walk",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"190",14,11,12,4,"Cage","Sit",NA,NA,"","",3,5,"Grass","Sit",217,"Rob"
"191",14,9,18,0,"Cage","Walk",NA,NA,"","",17,1,"Cage","Sit",217,"Rob"
"192",14,6,16,0,"Cage","Sit",7,3,"Cage","Sit",17,2,"Cage","Sit",217,"Rob"
"193",14,14,17,3,"Cage","Sit",12,3,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"194",14,8,18,3,"Cage","Walk",18,4,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"195",14,7,7,4,"Grass","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"196",14.5,3,18,1,"Cage","Walk",7,1,"Cage","Hop",NA,NA,"","",217,"Rob"
"197",14.5,10,16,0,"Cage","Sit",17,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"198",14.5,4,16,3,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"199",14.5,2,18,1,"Cage","Sit",17,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"200",14.5,15,17,5,"Cage","Walk",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"201",14.5,1,17,0,"Cage","Sit",18,1,"Cage","Walk",NA,NA,"","",217,"Rob"
"202",14.5,5,18,5,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"203",14.5,12,18,0,"Cage","Walk",18,3,"Cage","Walk",NA,NA,"","",217,"Rob"
"204",14.5,13,17,6,"Cage","Sit",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"205",14.5,11,18,3,"Cage","Sit",13,3,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"206",14.5,6,17,0,"Cage","Sit",8,3,"GR","Sit",17,2,"Cage","Sit",217,"Rob"
"207",14.5,14,18,6,"Cage","Walk",12,2,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"208",14.5,9,18,5,"Cage","Walk",12,2,"GR","Sit",17,1,"Cage","Sit",217,"Rob"
"209",14.5,8,18,5,"Cage","Walk",18,5,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"210",14.5,7,17,5,"Cage","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"211",15,4,18,0,"Cage","Sit",8,3,"GR","Eat",NA,NA,"","",217,"Rob"
"212",15,3,12,1,"Cage","Sit",12,2,"Cage","Walk",NA,NA,"","",217,"Rob"
"213",15,12,17,6,"Cage","Sit",12,1,"Cage","Walk",NA,NA,"","",217,"Rob"
"214",15,15,17,2,"Cage","Walk",14,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"215",15,10,18,1,"Cage","Sit",14,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"216",15,1,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"217",15,5,18,5,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"218",15,2,18,1,"Cage","Sit",18,1,"Cage","Walk",NA,NA,"","",217,"Rob"
"219",15,13,17,5,"Cage","Sit",17,6,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"220",15,11,12,3,"Cage","Walk",18,3,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"221",15,6,17,0,"Cage","Sit",7,3,"Herb","Sit",17,2,"Cage","Sit",217,"Rob"
"222",15,14,16,5,"Cage","Sit",10,3,"GR","Sit",17,3,"Cage","Sit",217,"Rob"
"223",15,9,12,4,"Cage","Walk",18,4,"Cage","Sit",17,1,"Cage","Sit",217,"Rob"
"224",15,8,18,4,"Cage","Sit",18,4,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"225",15,7,17,0,"Cage","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"226",15.5,12,17,3,"Cage","Walk",8,3,"GR","Sit",NA,NA,"","",217,"Rob"
"227",15.5,15,18,5,"Cage","Walk",9,3,"GR","Eat",NA,NA,"","",217,"Rob"
"228",15.5,3,18,1,"Cage","Walk",16,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"229",15.5,10,15,2,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"230",15.5,1,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"231",15.5,4,17,0,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"232",15.5,2,17,1,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"233",15.5,5,18,5,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"234",15.5,13,18,2,"Cage","Sit",17,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"235",15.5,11,18,3,"Cage","Sit",17,1,"Cage","Walk",3,5,"Grass","Sit",217,"Rob"
"236",15.5,6,17,0,"Cage","Sit",7,3,"Herb","Sit",17,2,"Cage","Sit",217,"Rob"
"237",15.5,9,18,5,"Cage","Walk",13,6,"Cage","Sit",17,1,"Cage","Sit",217,"Rob"
"238",15.5,8,18,4,"Cage","Sit",16,5,"QAL","Eat",17,3,"Cage","Sit",217,"Rob"
"239",15.5,14,12,3,"GR","Sit",18,5,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"240",15.5,7,17,2,"Cage","Sit",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"241",16,10,15,2,"Cage","Sit",3,2,"Grass","Sit",NA,NA,"","",217,"Rob"
"242",16,12,11,2,"Cage","Sit",7,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"243",16,15,11,3,"GR","Eat",10,3,"GR","Eat",NA,NA,"","",217,"Rob"
"244",16,2,18,1,"Cage","Sit",11,6,"Cage","Sit",NA,NA,"","",217,"Rob"
"245",16,5,18,4,"Cage","Sit",17,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"246",16,4,6,3,"Cage","Walk",18,0,"Cage","Sit",NA,NA,"","",217,"Rob"
"247",16,1,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",217,"Rob"
"248",16,3,18,1,"Cage","Sit",18,5,"Cage","Walk",NA,NA,"","",217,"Rob"
"249",16,13,18,5,"Cage","Walk",18,5,"Cage","Sit",2,3,"Clover","Sit",217,"Rob"
"250",16,11,18,3,"Cage","Sit",10,3,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"251",16,14,12,3,"GR","Sit",NA,NA,"","",17,3,"Cage","Sit",217,"Rob"
"252",16,6,17,0,"Cage","Sit",7,3,"Herb","Sit",17,2,"Cage","Sit",217,"Rob"
"253",16,8,18,3,"Cage","Sit",16,5,"QAL","Eat",17,3,"Cage","Sit",217,"Rob"
"254",16,9,18,3,"Cage","Walk",17,6,"Cage","Sit",17,1,"Cage","Sit",217,"Rob"
"255",16,7,17,4,"Cage","Walk",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
"256",16.5,10,12,2,"GR","Eat",4,1,"Grass","Sit",NA,NA,"","",217,"Rob"
"257",16.5,3,17,1,"Cage","Walk",4,4,"Grass","Sit",NA,NA,"","",217,"Rob"
"258",16.5,15,10,3,"GR","Sit",6,3,"GR","Sit",NA,NA,"","",217,"Rob"
"259",16.5,4,17,1,"Cage","Sit",6,4,"Cage","Sit",NA,NA,"","",217,"Rob"
"260",16.5,12,8,3,"GR","Sit",11,3,"GR","Sit",NA,NA,"","",217,"Rob"
"261",16.5,2,18,1,"Cage","Sit",12,5,"Cage","Sit",NA,NA,"","",217,"Rob"
"262",16.5,1,17,0,"Cage","Sit",18,2,"Cage","Sit",NA,NA,"","",217,"Rob"
"263",16.5,5,18,4,"Cage","Sit",18,6,"Cage","Sit",NA,NA,"","",217,"Rob"
"264",16.5,13,17,5,"Cage","Sit",8,3,"GR","Eat",2,3,"Clover","Sit",217,"Rob"
"265",16.5,11,18,3,"Cage","Sit",6,3,"Cage","Sit",3,5,"Grass","Sit",217,"Rob"
"266",16.5,6,17,0,"Cage","Sit",7,3,"Herb","Sit",17,2,"Cage","Sit",217,"Rob"
"267",16.5,14,14,4,"Cage","Sit",13,3,"Cage","Sit",17,3,"Cage","Sit",217,"Rob"
"268",16.5,9,14,1,"GR","Eat",17,6,"Cage","Walk",17,1,"Cage","Sit",217,"Rob"
"269",16.5,8,18,3,"Cage","Sit",18,1,"Cage","Walk",17,3,"Cage","Sit",217,"Rob"
"270",16.5,7,7,4,"Grass","Eat",NA,NA,"","",18,0,"Cage","Sit",217,"Rob"
