Block,Cage,Hour,Minute,Time,z,x,y,Perch,Beh,Disturbed,Observer,Notes,Animal
6,A,15,0,15,83,10,11,GR,Sit,NA,Cerina,NA,MEFE
6,B,15,0,15,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,15,30,15.5,83,13,6,GR,Sit,NA,Cerina,NA,MEFE
6,B,15,30,15.5,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,16,0,16,80,12,5,GR,Sit,NA,Cerina,NA,MEFE
6,B,16,0,16,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,16,30,16.5,83,7,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,B,16,30,16.5,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,17,0,17,82,7,5,GR,Eat,NA,Cerina,NA,MEFE
6,B,17,0,17,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,17,30,17.5,82,7,5,GR,Sit,NA,Cerina,NA,MEFE
6,B,17,30,17.5,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,C,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,18,0,18,82,7,5,GR,Sit,NA,Cerina,NA,MEFE
6,B,18,0,18,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,18,30,18.5,82,7,5,GR,Sit,NA,Cerina,NA,MEFE
6,B,18,30,18.5,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,19,0,19,82,7,5,GR,Sit,NA,Cerina,NA,MEFE
6,B,19,0,19,83,18,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,19,0,19,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,19,0,19,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,A,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,8,30,8.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,8,30,8.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,8,30,8.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
6,A,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,9,0,9,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,9,30,9.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,10,0,10,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,10,30,10.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,10,30,10.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,10,30,10.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,10,30,10.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,C,11,0,11,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,11,30,11.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,11,30,11.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,12,0,12,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,12,0,12,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,12,30,12.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,12,30,12.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,12,30,12.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,12,30,12.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,13,0,13,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,13,0,13,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,13,30,13.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,13,30,13.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,14,0,14,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,14,0,14,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,14,30,14.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,14,30,14.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,15,0,15,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,15,0,15,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,15,30,15.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,15,30,15.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,16,0,16,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,16,0,16,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,16,30,16.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,16,30,16.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,17,0,17,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,17,0,17,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,17,30,17.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,17,30,17.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,B,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
8,C,17,30,17.5,81,7,10,Mesh,Sit,NA,Cerina,NA,PIMI
6,A,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,18,0,18,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,18,0,18,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,18,30,18.5,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,18,30,18.5,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,A,19,0,19,NA,NA,NA,NA,NA,NA,Cerina,NA,PIMI
6,B,19,0,19,25,26,4,GR,Sit,NA,Cerina,NA,PIMI
6,C,19,0,19,55,14,12,GR,Sit,NA,Cerina,NA,PIMI
8,B,19,0,19,8,3,16,FB,Sit,1,Cerina,NA,PIMI
5,A,7,0,7,80,24,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,7,0,7,9,8,7,Forb,Sit,NA,Hank,NA,MEFE
5,C,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,A,7,0,7,87,28,7,Mesh,Sit,NA,Hank,NA,MEFE
5,A,7,30,7.5,87,28,7,Mesh,Sit,NA,Hank,NA,MEFE
5,B,7,30,7.5,9,8,5,Forb,Sit,NA,Hank,NA,MEFE
5,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,7,30,7.5,58,15,7,GR,Sit,NA,Hank,NA,MEFE
5,A,8,0,8,80,20,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,8,0,8,12,5,15,Forb,Sit,NA,Hank,NA,MEFE
5,C,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,8,0,8,60,15,7,GR,Sit,NA,Hank,NA,MEFE
5,A,8,30,8.5,80,20,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,8,30,8.5,12,5,15,Forb,Sit,NA,Hank,NA,MEFE
5,C,8,30,8.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,8,30,8.5,67,19,7,GR,Sit,NA,Hank,NA,MEFE
5,A,9,0,9,80,27,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,9,0,9,20,6,15,Forb,Walk,NA,Hank,NA,MEFE
5,C,9,0,9,80,30,12,Mesh,Sit,NA,Hank,NA,MEFE
5,A,9,30,9.5,80,27,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,9,30,9.5,79,14,1,Cage,Sit,NA,Hank,NA,MEFE
5,C,9,30,9.5,80,30,12,Mesh,Sit,NA,Hank,NA,MEFE
5,A,10,0,10,72,13,1,Cage,Sit,NA,Hank,NA,MEFE
5,B,10,0,10,47,13,16,Cage,Sit,NA,Hank,NA,MEFE
5,C,10,0,10,80,25,5,Mesh,Sit,NA,Hank,NA,MEFE
5,A,10,30,10.5,22,10,9,Forb,Sit,NA,Hank,NA,MEFE
5,B,10,30,10.5,78,7,4,Mesh,Sit,NA,Hank,NA,MEFE
5,C,10,30,10.5,85,21,8,Mesh,Sit,NA,Hank,NA,MEFE
8,B,10,30,10.5,82,21,12,Mesh,Sit,NA,Hank,NA,MEFE
5,A,11,0,11,9,5,22,Mesh,Sit,NA,Hank,NA,MEFE
5,B,11,0,11,76,13,1,Cage,Sit,NA,Hank,NA,MEFE
5,C,11,0,11,82,21,4,Mesh,Sit,NA,Hank,NA,MEFE
5,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,11,30,11.5,78,15,1,Mesh,Sit,NA,Hank,NA,MEFE
5,C,11,30,11.5,81,16,10,Cage,Walk,NA,Hank,NA,MEFE
5,A,12,0,12,26,7,1,Mesh,Sit,NA,Hank,NA,MEFE
5,B,12,0,12,77,1,1,Mesh,Hop,NA,Hank,NA,MEFE
5,C,12,0,12,80,31,8,Mesh,Walk,NA,Hank,NA,MEFE
5,A,12,30,12.5,22,5,8,Mesh,Walk,NA,Hank,NA,MEFE
5,B,12,30,12.5,80,13,10,Mesh,Walk,NA,Hank,NA,MEFE
5,C,12,30,12.5,79,26,11,Mesh,Sit,NA,Hank,NA,MEFE
5,A,13,0,13,0,1,3,Ground,Hop,NA,Hank,NA,MEFE
5,B,13,0,13,80,21,2,Mesh,Sit,NA,Hank,NA,MEFE
5,C,13,0,13,81,21,13,Mesh,Sit,NA,Hank,NA,MEFE
5,A,13,30,13.5,25,12,10,Ground,Sit,NA,Hank,NA,MEFE
5,B,13,30,13.5,80,21,2,Mesh,Sit,NA,Hank,NA,MEFE
5,C,13,30,13.5,81,21,13,Mesh,Sit,NA,Hank,NA,MEFE
8,C,13,30,13.5,82,22,10,Mesh,Sit,NA,Hank,NA,MEFE
5,A,14,0,14,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,14,0,14,80,25,3,Cage,Sit,NA,Hank,NA,MEFE
5,C,14,0,14,28,1,9,Mesh,Walk,NA,Hank,NA,MEFE
8,B,14,0,14,12,29,0,Mesh,Sit,NA,Hank,NA,MEFE
5,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,14,30,14.5,79,13,2,GR,Sit,NA,Hank,NA,MEFE
5,C,14,30,14.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,14,30,14.5,88,4,3,Mesh,Sit,NA,Hank,NA,MEFE
5,A,15,0,15,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,15,0,15,79,13,2,GR,Sit,NA,Hank,NA,MEFE
5,C,15,0,15,84,19,9,Mesh,Sit,NA,Hank,NA,MEFE
8,C,15,0,15,82,11,1,Cage,Walk,NA,Hank,NA,MEFE
5,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,15,30,15.5,80,23,1,Cage,Sit,NA,Hank,NA,MEFE
5,C,15,30,15.5,84,23,10,Cage,Sit,NA,Hank,NA,MEFE
8,C,15,30,15.5,76,5,5,Mesh,Walk,NA,Hank,NA,MEFE
5,A,16,0,16,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,16,0,16,80,4,8,Mesh,Sit,NA,Hank,NA,MEFE
5,C,16,0,16,84,14,12,Mesh,Sit,NA,Hank,NA,MEFE
8,C,16,0,16,84,27,3,Mesh,Sit,NA,Hank,NA,MEFE
5,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,16,30,16.5,80,17,2,Mesh,Sit,NA,Hank,NA,MEFE
5,C,16,30,16.5,85,18,12,Mesh,Sit,NA,Hank,NA,MEFE
5,A,17,0,17,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,17,0,17,66,25,1,Mesh,Sit,NA,Hank,NA,MEFE
5,C,17,0,17,80,13,7,Mesh,Walk,NA,Hank,NA,MEFE
8,C,17,0,17,82,6,1,Cage,Walk,NA,Hank,NA,MEFE
5,A,17,30,17.5,40,16,5,GR,Sit,NA,Hank,NA,MEFE
5,B,17,30,17.5,80,19,5,Mesh,Sit,NA,Hank,NA,MEFE
5,C,17,30,17.5,80,7,5,Mesh,Sit,NA,Hank,NA,MEFE
5,A,18,0,18,40,16,5,GR,Sit,NA,Hank,NA,MEFE
5,B,18,0,18,80,18,2,GR,Sit,NA,Hank,NA,MEFE
5,C,18,0,18,84,12,9,Mesh,Sit,NA,Hank,NA,MEFE
8,C,18,0,18,83,3,1,Mesh,Sit,NA,Hank,NA,MEFE
5,A,18,30,18.5,40,16,5,GR,Sit,NA,Hank,NA,MEFE
5,B,18,30,18.5,80,14,4,Cage,Sit,NA,Hank,NA,MEFE
5,C,18,30,18.5,82,12,10,Mesh,Sit,NA,Hank,NA,MEFE
5,A,19,0,19,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,19,0,19,80,16,5,GR,Sit,NA,Hank,NA,MEFE
5,C,19,0,19,80,15,3,Mesh,Walk,NA,Hank,NA,MEFE
8,C,19,0,19,82,2,1,Cage,Sit,NA,Hank,NA,MEFE
5,A,7,0,7,80,25,4,Mesh,Sit,NA,Hank,NA,MEFE
5,B,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,C,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,A,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,7,30,7.5,80,24,6,Mesh,Sit,NA,Hank,NA,MEFE
5,B,7,30,7.5,78,14,5,GR,Sit,NA,Hank,NA,MEFE
5,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,8,0,8,80,21,5,Mesh,Sit,NA,Hank,NA,MEFE
5,B,8,0,8,78,14,5,GR,Sit,NA,Hank,NA,MEFE
5,C,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,8,30,8.5,80,21,5,Mesh,Sit,NA,Hank,NA,MEFE
5,B,8,30,8.5,78,14,5,GR,Sit,NA,Hank,NA,MEFE
5,C,8,30,8.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,8,30,8.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,9,0,9,80,27,5,Mesh,Sit,NA,Hank,NA,MEFE
5,B,9,0,9,78,14,5,GR,Sit,NA,Hank,NA,MEFE
5,C,9,0,9,80,30,13,Mesh,Sit,NA,Hank,NA,MEFE
5,A,9,30,9.5,79,27,4,Cage,Sit,NA,Hank,NA,MEFE
5,B,9,30,9.5,20,7,12,Forb,Sit,NA,Hank,NA,MEFE
5,C,9,30,9.5,80,30,13,Mesh,Sit,NA,Hank,NA,MEFE
5,A,10,0,10,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,10,0,10,78,18,5,Cage,Walk,NA,Hank,NA,MEFE
5,C,10,0,10,80,25,8,Mesh,Sit,NA,Hank,NA,MEFE
5,A,10,30,10.5,35,12,9,GR,Walk,NA,Hank,NA,MEFE
5,B,10,30,10.5,62,10,22,Mesh,Walk,NA,Hank,NA,MEFE
5,C,10,30,10.5,85,23,9,Mesh,Walk,NA,Hank,NA,MEFE
8,B,10,30,10.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,11,0,11,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,11,0,11,73,39,9,Mesh,Sit,NA,Hank,NA,MEFE
5,C,11,0,11,82,27,9,Mesh,Walk,NA,Hank,NA,MEFE
5,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,11,30,11.5,79,1,8,Mesh,Walk,NA,Hank,NA,MEFE
5,C,11,30,11.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,12,0,12,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,12,0,12,81,18,1,Mesh,Sit,NA,Hank,NA,MEFE
5,C,12,0,12,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,12,30,12.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,12,30,12.5,80,25,11,Cage,Sit,NA,Hank,NA,MEFE
5,C,12,30,12.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,13,0,13,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,13,0,13,71,17,3,Cage,Walk,NA,Hank,NA,MEFE
5,C,13,0,13,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,13,30,13.5,25,13,10,Mesh,Sit,NA,Hank,NA,MEFE
5,C,13,30,13.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,13,30,13.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,14,0,14,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,14,0,14,80,29,3,Mesh,Sit,NA,Hank,NA,MEFE
5,C,14,0,14,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,B,14,0,14,12,19,9,Forb,Sit,NA,Hank,NA,MEFE
5,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,14,30,14.5,80,14,2,GR,Sit,NA,Hank,NA,MEFE
5,C,14,30,14.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
8,C,14,30,14.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,15,0,15,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,15,0,15,80,15,3,Cage,Sit,NA,Hank,NA,MEFE
5,C,15,0,15,83,22,8,Mesh,Sit,NA,Hank,NA,MEFE
8,C,15,0,15,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,15,30,15.5,80,16,7,Mesh,Walk,NA,Hank,NA,MEFE
5,C,15,30,15.5,84,15,10,Mesh,Walk,NA,Hank,NA,MEFE
8,C,15,30,15.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,16,0,16,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,16,0,16,80,22,2,Cage,Walk,NA,Hank,NA,MEFE
5,C,16,0,16,60,33,6,GR,Sit,NA,Hank,NA,MEFE
8,C,16,0,16,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,16,30,16.5,80,28,3,Mesh,Sit,NA,Hank,NA,MEFE
5,C,16,30,16.5,78,29,12,Mesh,Hop,NA,Hank,NA,MEFE
5,A,17,0,17,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,17,0,17,80,17,2,GR,Walk,NA,Hank,NA,MEFE
5,C,17,0,17,83,16,12,Mesh,Sit,NA,Hank,NA,MEFE
8,C,17,0,17,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,17,30,17.5,52,13,9,GR,Sit,NA,Hank,NA,MEFE
5,C,17,30,17.5,81,16,11,Mesh,Hop,NA,Hank,NA,MEFE
5,A,18,0,18,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,18,0,18,37,14,8,GR,Sit,NA,Hank,NA,MEFE
5,C,18,0,18,84,21,10,Mesh,Sit,NA,Hank,NA,MEFE
8,C,18,0,18,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,18,30,18.5,37,14,8,GR,Sit,NA,Hank,NA,MEFE
5,C,18,30,18.5,83,21,11,Cage,Sit,NA,Hank,NA,MEFE
5,A,19,0,19,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,B,19,0,19,37,14,8,GR,Sit,NA,Hank,NA,MEFE
5,C,19,0,19,80,25,10,Mesh,Walk,NA,Hank,NA,MEFE
8,C,19,0,19,NA,NA,NA,NA,NA,NA,Hank,NA,MEFE
5,A,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,B,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,C,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
8,A,7,0,7,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,A,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,B,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
8,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,A,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,B,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,C,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
8,C,8,0,8,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,A,8,30,8.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
5,B,8,30,8.5,NA,NA,NA,NA,NA,NA,Hank,NA,PIMI
