Block,Cage,Hour,Minute,Time,z,x,y,Perch,Beh,Disturbed,Observer,Notes,Animal
3,A,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,16,0,16,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,16,0,16,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,16,30,16.5,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,16,30,16.5,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,17,0,17,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,17,0,17,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,17,30,17.5,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,17,30,17.5,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,18,0,18,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,18,0,18,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,18,30,18.5,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,18,30,18.5,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,E,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,GLGU
3,A,19,0,19,NA,NA,NA,NA,NA,NA,Rob,NA,PIMI
3,B,19,0,19,22,10,10,GR,Sit,NA,Rob,NA,PIMI
3,C,19,0,19,79,18,0,GR,Sit,NA,Rob,NA,PIMI
3,D,19,0,19,0,15,18,Ground,Disturbed,1,Rob,NA,GLGU
3,E,19,0,19,10,15,10,Litter,Disturbed,1,Rob,NA,GLGU
3,A,7,0,7,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,7,0,7,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,7,0,7,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,7,0,7,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,7,0,7,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,7,30,7.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,7,30,7.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,7,30,7.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,7,30,7.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,8,0,8,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,8,0,8,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,8,0,8,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,8,0,8,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,8,0,8,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,8,30,8.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,8,30,8.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,8,30,8.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,8,30,8.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,8,30,8.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,9,0,9,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,9,0,9,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,9,0,9,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,9,0,9,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,9,0,9,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,9,30,9.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,9,30,9.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,9,30,9.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,9,30,9.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,9,30,9.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,10,0,10,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,10,0,10,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,10,0,10,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,10,0,10,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,10,0,10,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,10,30,10.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,10,30,10.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,10,30,10.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,10,30,10.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,10,30,10.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,11,0,11,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,11,0,11,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,11,0,11,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,11,0,11,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,11,0,11,44,21,7,GR,DEAD,NA,Rob,NA,ONAS
3,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,11,30,11.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,11,30,11.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,11,30,11.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,11,30,11.5,44,21,7,GR,DEAD,NA,Rob,NA,ONAS
3,A,12,0,12,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,12,0,12,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,12,0,12,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,12,0,12,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,12,0,12,44,21,7,GR,DEAD,NA,Rob,NA,ONAS
3,A,12,30,12.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,12,30,12.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,12,30,12.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,12,30,12.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,12,30,12.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,13,0,13,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,13,0,13,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,13,0,13,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,13,0,13,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,13,0,13,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,13,30,13.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,13,30,13.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,D,13,30,13.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,13,30,13.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,14,0,14,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,14,0,14,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,14,0,14,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,14,0,14,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,14,0,14,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,14,30,14.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,14,30,14.5,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,14,30,14.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,14,30,14.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,15,0,15,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,15,0,15,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,15,0,15,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,15,0,15,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,15,0,15,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,15,30,15.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,15,30,15.5,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,15,30,15.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,15,30,15.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,16,0,16,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,16,0,16,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,16,30,16.5,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,16,30,16.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,17,0,17,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,17,0,17,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,17,30,17.5,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,17,30,17.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,18,0,18,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,18,0,18,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,18,30,18.5,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,18,30,18.5,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,A,19,0,19,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,B,19,0,19,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,C,19,0,19,0,0,5,Fabric,Sit,NA,Rob,NA,ONAS
3,D,19,0,19,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
3,E,19,0,19,NA,NA,NA,NA,NA,NA,Rob,NA,ONAS
6,A,7,0,7,43,12,5,GR,DEAD,NA,Cerina,NA,MEFE
6,B,7,0,7,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,7,0,7,81,13,7,GR,Sit,NA,Cerina,NA,MEFE
8,B,7,0,7,76,22,4,GR,Sit,NA,Cerina,NA,MEFE
6,A,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,7,30,7.5,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,7,30,7.5,81,13,7,GR,Sit,NA,Cerina,NA,MEFE
8,A,7,30,7.5,83,32,10,Mesh,Sit,NA,Cerina,NA,MEFE
8,B,7,30,7.5,76,22,4,GR,Sit,NA,Cerina,NA,MEFE
6,A,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,8,0,8,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,8,0,8,81,13,7,GR,Eat,NA,Cerina,NA,MEFE
8,B,8,0,8,76,22,4,GR,Sit,NA,Cerina,NA,MEFE
6,A,8,30,8.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,8,30,8.5,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,8,30,8.5,81,13,7,GR,Eat,NA,Cerina,NA,MEFE
6,A,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,9,0,9,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,9,0,9,81,13,7,GR,Eat,NA,Cerina,NA,MEFE
8,A,9,0,9,83,32,10,Mesh,Sit,NA,Cerina,NA,MEFE
8,B,9,0,9,78,22,4,GR,Sit,NA,Cerina,NA,MEFE
6,A,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,9,30,9.5,83,10,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,9,30,9.5,83,32,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,10,0,10,83,21,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,10,0,10,83,2,2,Mesh,Walk,NA,Cerina,NA,MEFE
8,A,10,0,10,83,32,10,Mesh,Sit,NA,Cerina,NA,MEFE
8,B,10,0,10,77,21,5,GR,Sit,NA,Cerina,NA,MEFE
6,A,10,30,10.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,10,30,10.5,83,22,8,Mesh,Walk,NA,Cerina,NA,MEFE
6,C,10,30,10.5,83,1,3,Mesh,Walk,NA,Cerina,NA,MEFE
8,A,10,30,10.5,80,32,8,Mesh,Walk,NA,Cerina,NA,MEFE
6,A,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,11,0,11,83,27,8,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,11,0,11,83,1,12,Mesh,Walk,NA,Cerina,NA,MEFE
8,A,11,0,11,78,33,8,Mesh,Sit,NA,Cerina,NA,MEFE
8,B,11,0,11,77,18,13,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,11,30,11.5,83,27,13,Cage,Walk,NA,Cerina,NA,MEFE
6,C,11,30,11.5,64,13,13,GR,Eat,NA,Cerina,NA,MEFE
8,A,11,30,11.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,12,0,12,82,34,1,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,12,0,12,67,27,0,Cage,Walk,NA,Cerina,NA,MEFE
8,B,12,0,12,73,27,17,GR,Eat,NA,Cerina,NA,MEFE
6,A,12,30,12.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,12,30,12.5,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,12,30,12.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,12,30,12.5,64,24,9,GR,Walk,NA,Cerina,NA,MEFE
6,A,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,13,0,13,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,13,0,13,53,18,18,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,13,30,13.5,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,13,30,13.5,8,29,21,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,14,0,14,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,14,0,14,-11,30,21,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,14,30,14.5,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,14,30,14.5,-11,32,23,Mesh,Walk,NA,Cerina,NA,MEFE
8,B,14,30,14.5,11,19,13,GR,Sit,NA,Cerina,NA,MEFE
6,A,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,15,0,15,83,35,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,15,0,15,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,15,0,15,-11,32,23,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,15,30,15.5,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,15,30,15.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,15,30,15.5,-11,32,23,Mesh,Sit,NA,Cerina,NA,MEFE
8,B,15,30,15.5,38,22,7,GR,Sit,NA,Cerina,NA,MEFE
6,A,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,16,0,16,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,16,0,16,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,16,30,16.5,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,16,30,16.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,16,30,16.5,48,9,17,GR,Eat,NA,Cerina,NA,MEFE
8,B,16,30,16.5,38,22,7,GR,Sit,NA,Cerina,NA,MEFE
6,A,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,17,0,17,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,17,0,17,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,17,0,17,48,9,17,GR,Sit,NA,Cerina,NA,MEFE
6,A,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,17,30,17.5,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,17,30,17.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,17,30,17.5,48,9,17,GR,Sit,NA,Cerina,NA,MEFE
8,B,17,30,17.5,37,22,14,Cage,Sit,NA,Cerina,NA,MEFE
8,C,17,30,17.5,83,27,3,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,18,0,18,83,36,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,18,0,18,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,18,0,18,47,5,19,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,18,30,18.5,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,18,30,18.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,18,30,18.5,49,10,16,GR,Sit,NA,Cerina,NA,MEFE
6,A,19,0,19,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,19,0,19,83,30,10,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,19,0,19,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,19,0,19,49,15,14,Cage,Sit,NA,Cerina,GrassHopper_exoskeleton,MEFE
6,A,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,B,7,0,7,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,7,0,7,65,7,12,GR,DEAD,NA,Cerina,NA,MEFE
8,B,7,0,7,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,7,30,7.5,36,11,6,GR,Sit,NA,Cerina,NA,MEFE
6,B,7,30,7.5,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,7,30,7.5,67,28,3,GR,Sit,NA,Cerina,NA,MEFE
8,B,7,30,7.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,8,0,8,36,11,6,GR,Sit,NA,Cerina,NA,MEFE
6,B,8,0,8,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,8,0,8,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,8,30,8.5,36,11,6,GR,Sit,NA,Cerina,NA,MEFE
6,B,8,30,8.5,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,8,30,8.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,9,0,9,38,10,7,GR,Walk,NA,Cerina,NA,MEFE
6,B,9,0,9,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,9,0,9,67,28,3,GR,Sit,NA,Cerina,NA,MEFE
8,B,9,0,9,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,9,30,9.5,79,12,2,Cage,Walk,NA,Cerina,NA,MEFE
6,B,9,30,9.5,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,9,30,9.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,9,30,9.5,67,28,3,GR,Sit,NA,Cerina,NA,MEFE
6,A,10,0,10,83,21,1,Cage,Walk,NA,Cerina,NA,MEFE
6,B,10,0,10,83,28,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,10,0,10,67,28,3,GR,Sit,NA,Cerina,NA,MEFE
8,B,10,0,10,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,10,30,10.5,83,27,1,Mesh,Walk,NA,Cerina,NA,MEFE
6,B,10,30,10.5,83,29,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,10,30,10.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,10,30,10.5,75,29,0,Mesh,Walk,NA,Cerina,NA,MEFE
6,A,11,0,11,83,26,5,Mesh,Hop,NA,Cerina,NA,MEFE
6,B,11,0,11,83,29,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,11,0,11,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,11,0,11,71,26,1,GR,Sit,NA,Cerina,NA,MEFE
8,B,11,0,11,3,27,6,Mesh,Sit,NA,Cerina,NA,MEFE
6,A,11,30,11.5,77,26,13,Mesh,Walk,NA,Cerina,NA,MEFE
6,B,11,30,11.5,83,28,12,Mesh,Walk,NA,Cerina,NA,MEFE
6,C,11,30,11.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,11,30,11.5,68,26,4,GR,Sit,NA,Cerina,NA,MEFE
6,A,12,0,12,83,27,9,Mesh,Walk,NA,Cerina,NA,MEFE
6,B,12,0,12,83,31,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,12,0,12,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,12,30,12.5,83,11,8,Cage,Walk,NA,Cerina,NA,MEFE
6,B,12,30,12.5,81,31,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,12,30,12.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,12,30,12.5,-11,23,2,Mesh,DEAD,NA,Cerina,NA,MEFE
6,A,13,0,13,83,5,11,Mesh,Walk,NA,Cerina,NA,MEFE
6,B,13,0,13,81,31,4,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,13,0,13,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,13,30,13.5,83,7,5,GR,Walk,NA,Cerina,NA,MEFE
6,B,13,30,13.5,83,25,8,Mesh,Walk,NA,Cerina,NA,MEFE
6,C,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,13,30,13.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,14,0,14,83,18,8,GR,Walk,NA,Cerina,NA,MEFE
6,B,14,0,14,83,18,3,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,14,0,14,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
6,A,14,30,14.5,83,7,5,Mesh,Sit,NA,Cerina,NA,MEFE
6,B,14,30,14.5,83,18,3,Mesh,Sit,NA,Cerina,NA,MEFE
6,C,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,A,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
8,B,14,30,14.5,NA,NA,NA,NA,NA,NA,Cerina,NA,MEFE
