Block,Obs,Treatment,Cage,Time,X1,Y1,Z1,Location1,Behavior1,X2,Y2,Z2,Location2,Behavior2,X3,Y3,Z3,Location3,Behavior3,Xs,Ys,Zs,Locations,Behaviors
4,SG,W,14,18:00:00,6,31,2,M,S,5,31,2,M,S,,,,,,1,23,2,W,S
4,SG,W,14,18:30:00,6,31,2,M,S,5,31,2,M,S,,,,,,1,23,2,W,S
4,SG,W,14,19:00:00,6,31,2,M,S,5,31,2,M,S,,,,,,1,23,2,W,S
4,Trini,C,15,07:00:00,8,21,9,GRD,S,7,12,8,GR,S,,,,,,13,21,1,W,S
4,Trini,C,15,07:30:00,8,21,9,GRD,S,7,12,8,GR,S,8,22,11,M,W,13,21,1,W,S
4,Trini,C,15,08:00:00,8,21,10,GRD,S,7,12,8,GR,S,13,31,10,M,S,13,23,1,GR,S
4,Trini,C,15,08:30:00,7,22,10,GRD,S,7,12,8,GR,S,13,30,11,M,W,13,23,1,GR,S
4,Trini,C,15,09:00:00,11,31,1,GR,W,13,31,1,GR,W,7,22,11,M,W,13,23,1,W,S
4,Trini,C,15,09:30:00,11,28,0,M,S,12,30,0,M,W,10,25,11,M,W,13,23,1,W,S
4,Trini,C,15,10:00:00,15,10,5,M,W,13,31,2,M,W,1,31,10,M,W,13,23,1,GR,S
4,Trini,C,15,10:30:00,15,10,5,M,S,10,30,0,M,S,2,31,1,W,S,13,23,1,GR,S
4,Trini,C,15,11:00:00,15,10,5,M,S,10,30,0,M,S,15,30,13,M,W,14,23,1,GR,S
4,Trini,C,15,11:30:00,15,10,5,M,S,3,32,0,M,S,13,31,2,M,W,14,23,1,GR,S
4,Trini,C,15,12:00:00,12,10,6,GRD,S,11,30,0,M,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,12:30:00,12,10,6,GRD,S,11,30,0,M,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,13:00:00,,,,,,11,27,1,GR,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,13:30:00,13,5,4,GRD,S,11,27,1,GR,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,14:00:00,13,5,4,GRD,S,11,27,1,GR,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,14:30:00,13,5,4,GRD,S,11,27,1,GR,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,15:00:00,13,31,1,W,S,11,27,1,GR,S,13,31,2,M,S,14,23,1,GR,S
4,Trini,C,15,15:30:00,,,,,,,,,,,,,,,,,,,,
4,Trini,C,15,16:00:00,13,31,1,W,S,11,27,1,GR,F,,,,,,14,23,1,GR,S
4,Trini,C,15,16:30:00,13,31,1,W,S,13,31,1,W,S,,,,,,14,23,1,GR,S
4,Trini,C,15,17:00:00,13,31,1,W,S,13,31,1,W,S,,,,,,14,23,1,GR,S
4,Trini,C,15,17:30:00,13,30,2,M,S,13,31,1,W,S,,,,,,14,23,1,GR,S
4,Trini,C,15,18:00:00,14,30,0,M,S,13,31,1,W,S,,,,,,14,23,1,GR,S
4,Trini,C,15,18:30:00,12,30,1,GR,S,12,30,1,GR,S,,,,,,14,23,1,GR,S
4,Trini,C,15,19:00:00,12,30,1,GR,S,12,30,1,GR,S,,,,,,14,23,1,GR,S
4,Trini,C,16,07:00:00,15,31,8,M,S,3,17,,10,G,15,29,9,M,S,14,28,9,GR,S
4,Trini,C,16,07:30:00,15,31,8,M,S,3,17,,10,G,15,29,9,M,S,14,28,9,GR,S
4,Trini,C,16,08:00:00,15,31,8,M,S,1,19,,10,W,15,29,9,M,S,14,28,9,GR,S
4,Trini,C,16,08:30:00,15,31,8,M,S,1,20,,10,W,15,30,9,W,S,14,28,9,GR,S
4,Trini,C,16,09:00:00,13,30,7,GR,W,1,20,,10,W,15,30,9,GR,F,14,28,9,GR,S
4,Trini,C,16,09:30:00,15,28,7,GR,S,1,20,,10,W,15,30,9,W,S,14,28,9,GR,S
4,Trini,C,16,10:00:00,15,28,7,GR,S,1,20,,10,W,15,30,9,W,S,14,28,9,GR,S
4,Trini,C,16,10:30:00,13,20,6,GR,F,1,29,,10,W,15,31,19,GR,S,14,28,9,GR,S
4,Trini,C,16,11:00:00,13,20,6,GR,S,1,31,,10,W,15,31,19,GR,,14,28,9,GR,S
4,Trini,C,16,11:30:00,15,31,9,GR,S,14,31,,10,W,15,31,8,GR,S,14,28,9,GR,S
4,Trini,C,16,12:00:00,15,31,9,GR,S,14,31,,10,W,11,31,9,M,W,14,28,9,GR,S
4,Trini,C,16,12:30:00,15,31,9,GR,S,14,31,,10,W,11,31,9,M,W,14,28,9,GR,S
4,Trini,C,16,13:00:00,15,31,9,GR,S,14,31,,10,W,15,31,10,W,S,14,28,9,GR,S
4,Trini,C,16,13:30:00,15,31,9,GR,S,15,31,,10,W,14,30,10,W,S,14,28,9,GR,S
4,Trini,C,16,14:00:00,15,31,9,GR,S,15,30,,8,GR,15,31,9,GR,S,14,28,9,GR,S
4,Trini,C,16,14:30:00,15,31,9,GR,S,14,30,,8,GR,15,31,9,GR,S,14,28,9,GR,S
4,Trini,C,16,15:00:00,15,31,9,GR,S,14,30,,8,GR,15,31,9,GR,S,14,28,9,GR,S
4,Trini,C,16,15:30:00,,,,,,,,,,,,,,,,,,,,
4,Trini,C,16,16:00:00,15,31,10,W,S,15,31,,11,W,15,31,10,W,S,14,28,9,GR,S
4,Trini,C,16,16:30:00,15,31,10,W,S,14,30,,9,GR,14,31,11,W,S,14,28,9,GR,S
4,Trini,C,16,17:00:00,15,31,10,W,S,14,30,,9,GR,14,31,11,W,S,14,28,9,GR,S
4,Trini,C,16,17:30:00,15,31,10,W,S,14,30,,6,GR,14,31,7,GR,S,14,28,9,GR,S
4,Trini,C,16,18:00:00,15,30,9,GR,S,11,30,,4,GR,14,31,7,GR,S,14,28,9,GR,S
4,Trini,C,16,18:30:00,1,31,11,W,S,15,30,4,GR,S,11,30,12,M,S,14,28,9,GR,S
4,Trini,C,16,19:00:00,1,31,11,W,S,15,30,4,GR,S,11,30,12,M,S,14,28,9,GR,S
